Text Inputs : Specimen label,"S1.104M_LS_CONDYLE"
Notes : Specimen note 1,"Sheep, LS.

Tried testing on the condyle to verify that chipping the bone and gluing it back together does not effect the mechanical properties. Angle of the plane caused it to slip off and test to be void."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
4.75880,-66.34771,-3.51308,0.48897
4.75980,-66.34790,-3.52827,0.49108
4.76080,-66.34812,-3.54734,0.49373
4.76180,-66.34834,-3.56834,0.49665
4.76280,-66.34854,-3.58926,0.49956
4.76380,-66.34870,-3.60801,0.50217
4.76480,-66.34881,-3.62278,0.50422
4.76580,-66.34886,-3.63224,0.50554
4.76680,-66.34885,-3.63566,0.50602
4.76780,-66.34878,-3.63299,0.50565
4.76800,-66.34878,-3.63299,0.50565
4.76880,-66.34865,-3.62458,0.50448
4.76980,-66.34849,-3.61109,0.50260
4.77080,-66.34831,-3.59365,0.50018
4.77280,-66.34796,-3.55337,0.49458
4.77380,-66.34783,-3.53409,0.49189
4.77480,-66.34773,-3.51786,0.48964
4.77580,-66.34770,-3.50593,0.48798
4.77680,-66.34773,-3.49936,0.48706
4.77780,-66.34781,-3.49880,0.48698
4.77880,-66.34796,-3.50435,0.48775
4.77980,-66.34814,-3.51566,0.48933
4.78080,-66.34836,-3.53177,0.49157
4.78180,-66.34859,-3.55123,0.49427
4.78280,-66.34882,-3.57204,0.49716
4.78380,-66.34901,-3.59201,0.49994
4.78400,-66.34901,-3.59201,0.49994
4.78480,-66.34916,-3.60904,0.50231
4.78580,-66.34927,-3.62148,0.50404
4.78680,-66.34931,-3.62829,0.50498
4.78780,-66.34928,-3.62908,0.50509
4.78880,-66.34920,-3.62404,0.50439
4.78980,-66.34908,-3.61369,0.50295
4.79080,-66.34893,-3.59882,0.50089
4.79180,-66.34876,-3.58081,0.49838
4.79280,-66.34859,-3.56122,0.49566
4.79380,-66.34844,-3.54180,0.49296
4.79480,-66.34833,-3.52438,0.49054
4.79580,-66.34827,-3.51050,0.48860
4.79680,-66.34826,-3.50138,0.48734
4.79780,-66.34832,-3.49796,0.48686
4.79880,-66.34843,-3.50068,0.48724
4.79980,-66.34859,-3.50939,0.48845
4.80000,-66.34859,-3.50939,0.48845
4.80080,-66.34879,-3.52341,0.49039
4.80180,-66.34901,-3.54150,0.49291
4.80380,-66.34942,-3.58244,0.49860
4.80480,-66.34960,-3.60107,0.50119
4.80580,-66.34971,-3.61592,0.50326
4.80680,-66.34977,-3.62560,0.50460
4.80780,-66.34977,-3.62936,0.50513
4.80880,-66.34971,-3.62716,0.50482
4.80980,-66.34960,-3.61948,0.50375
4.81080,-66.34945,-3.60705,0.50203
4.81180,-66.34929,-3.59094,0.49979
4.81380,-66.34895,-3.55383,0.49463
4.81480,-66.34882,-3.53623,0.49218
4.81580,-66.34874,-3.52161,0.49014
4.81600,-66.34874,-3.52161,0.49014
4.81680,-66.34870,-3.51118,0.48869
4.81780,-66.34872,-3.50599,0.48797
4.81880,-66.34881,-3.50660,0.48806
4.81980,-66.34893,-3.51301,0.48894
4.82080,-66.34910,-3.52470,0.49057
4.82180,-66.34929,-3.54065,0.49279
4.82380,-66.34968,-3.57896,0.49811
4.82480,-66.34984,-3.59730,0.50066
4.82580,-66.34996,-3.61248,0.50277
4.82680,-66.35002,-3.62295,0.50423
4.82780,-66.35002,-3.62774,0.50490
4.82880,-66.34996,-3.62657,0.50473
4.82980,-66.34985,-3.61977,0.50379
4.83080,-66.34970,-3.60798,0.50215
4.83180,-66.34953,-3.59215,0.49995
4.83200,-66.34953,-3.59215,0.49995
4.83380,-66.34918,-3.55456,0.49472
4.83480,-66.34904,-3.53636,0.49219
4.83580,-66.34895,-3.52100,0.49006
4.83680,-66.34891,-3.50984,0.48850
4.83780,-66.34892,-3.50388,0.48767
4.83880,-66.34899,-3.50374,0.48765
4.83980,-66.34911,-3.50956,0.48846
4.84080,-66.34927,-3.52092,0.49004
4.84180,-66.34946,-3.53691,0.49226
4.84280,-66.34967,-3.55610,0.49493
4.84380,-66.34986,-3.57646,0.49776
4.84480,-66.35003,-3.59591,0.50047
4.84580,-66.35017,-3.61248,0.50277
4.84680,-66.35025,-3.62454,0.50445
4.84780,-66.35026,-3.63101,0.50535
4.84800,-66.35026,-3.63101,0.50535
4.84880,-66.35022,-3.63138,0.50540
4.84980,-66.35013,-3.62584,0.50463
4.85080,-66.34998,-3.61488,0.50311
4.85180,-66.34981,-3.59931,0.50094
4.85280,-66.34963,-3.58053,0.49833
4.85380,-66.34944,-3.56023,0.49551
4.85480,-66.34929,-3.54024,0.49273
4.85580,-66.34918,-3.52242,0.49025
4.85680,-66.34910,-3.50838,0.48830
4.85780,-66.34910,-3.49924,0.48703
4.85880,-66.34914,-3.49585,0.48655
4.85980,-66.34925,-3.49869,0.48695
4.86080,-66.34941,-3.50755,0.48818
4.86180,-66.34960,-3.52176,0.49015
4.86280,-66.34981,-3.54009,0.49270
4.86400,-66.35002,-3.56070,0.49557
4.86480,-66.35022,-3.58158,0.49847
4.86580,-66.35038,-3.60065,0.50112
4.86680,-66.35050,-3.61603,0.50326
4.86780,-66.35057,-3.62631,0.50469
4.86880,-66.35057,-3.63066,0.50529
4.86980,-66.35051,-3.62893,0.50506
4.87080,-66.35040,-3.62145,0.50402
4.87180,-66.35024,-3.60881,0.50226
4.87280,-66.35006,-3.59203,0.49993
4.87380,-66.34987,-3.57260,0.49723
4.87480,-66.34969,-3.55212,0.49438
4.87580,-66.34954,-3.53242,0.49164
4.87680,-66.34942,-3.51537,0.48927
4.87780,-66.34937,-3.50229,0.48745
4.87880,-66.34937,-3.49435,0.48634
4.87980,-66.34943,-3.49229,0.48605
4.88000,-66.34943,-3.49229,0.48605
4.88080,-66.34955,-3.49638,0.48662
4.88180,-66.34971,-3.50638,0.48801
4.88280,-66.34992,-3.52146,0.49011
4.88380,-66.35013,-3.54032,0.49273
4.88480,-66.35035,-3.56109,0.49562
4.88580,-66.35055,-3.58160,0.49847
4.88680,-66.35071,-3.59972,0.50099
4.88780,-66.35082,-3.61366,0.50293
4.88880,-66.35087,-3.62222,0.50412
4.88980,-66.35087,-3.62481,0.50448
4.89080,-66.35081,-3.62152,0.50402
4.89180,-66.35070,-3.61282,0.50281
4.89280,-66.35057,-3.59943,0.50095
4.89380,-66.35040,-3.58257,0.49860
4.89480,-66.35024,-3.56380,0.49600
4.89580,-66.35009,-3.54477,0.49335
4.89600,-66.35009,-3.54477,0.49335
4.89680,-66.34998,-3.52728,0.49092
4.89780,-66.34990,-3.51296,0.48892
4.89880,-66.34988,-3.50305,0.48754
4.89980,-66.34993,-3.49855,0.48692
4.90080,-66.35003,-3.50001,0.48712
4.90180,-66.35018,-3.50737,0.48814
4.90280,-66.35036,-3.52007,0.48991
4.90380,-66.35058,-3.53699,0.49226
4.90580,-66.35100,-3.57672,0.49778
4.90680,-66.35117,-3.59546,0.50039
4.90780,-66.35130,-3.61088,0.50253
4.90880,-66.35138,-3.62143,0.50400
4.90980,-66.35139,-3.62622,0.50466
4.91080,-66.35134,-3.62502,0.50450
4.91180,-66.35124,-3.61821,0.50355
4.91200,-66.35124,-3.61821,0.50355
4.91280,-66.35110,-3.60646,0.50192
4.91380,-66.35093,-3.59075,0.49974
4.91580,-66.35060,-3.55362,0.49457
4.91680,-66.35047,-3.53558,0.49206
4.91780,-66.35037,-3.52023,0.48993
4.91880,-66.35033,-3.50888,0.48835
4.91980,-66.35034,-3.50260,0.48748
4.92080,-66.35041,-3.50206,0.48740
4.92180,-66.35053,-3.50741,0.48814
4.92280,-66.35069,-3.51827,0.48965
4.92380,-66.35088,-3.53371,0.49180
4.92480,-66.35108,-3.55240,0.49440
4.92580,-66.35129,-3.57240,0.49718
4.92680,-66.35146,-3.59164,0.49985
4.92780,-66.35160,-3.60814,0.50215
4.92800,-66.35160,-3.60814,0.50215
4.92880,-66.35168,-3.62019,0.50382
4.92980,-66.35171,-3.62667,0.50472
4.93080,-66.35167,-3.62706,0.50478
4.93180,-66.35158,-3.62160,0.50402
4.93280,-66.35144,-3.61079,0.50252
4.93380,-66.35127,-3.59541,0.50038
4.93480,-66.35110,-3.57679,0.49779
4.93580,-66.35092,-3.55656,0.49498
4.93680,-66.35077,-3.53654,0.49219
4.93780,-66.35065,-3.51858,0.48969
4.93880,-66.35059,-3.50429,0.48771
4.93980,-66.35057,-3.49479,0.48639
4.94080,-66.35062,-3.49095,0.48585
4.94180,-66.35073,-3.49323,0.48617
4.94280,-66.35088,-3.50149,0.48731
4.94380,-66.35107,-3.51519,0.48922
4.94400,-66.35107,-3.51519,0.48922
4.94480,-66.35129,-3.53317,0.49172
4.94680,-66.35169,-3.57458,0.49747
4.94780,-66.35186,-3.59383,0.50015
4.94880,-66.35199,-3.60949,0.50233
4.94980,-66.35205,-3.62011,0.50380
4.95080,-66.35206,-3.62483,0.50446
4.95180,-66.35201,-3.62342,0.50427
4.95280,-66.35190,-3.61616,0.50326
4.95380,-66.35175,-3.60357,0.50151
4.95480,-66.35158,-3.58662,0.49915
4.95580,-66.35140,-3.56684,0.49640
4.95680,-66.35123,-3.54581,0.49348
4.95780,-66.35108,-3.52539,0.49064
4.95880,-66.35097,-3.50745,0.48814
4.95980,-66.35091,-3.49342,0.48619
4.96000,-66.35091,-3.49342,0.48619
4.96080,-66.35091,-3.48456,0.48496
4.96180,-66.35097,-3.48172,0.48456
4.96280,-66.35109,-3.48525,0.48505
4.96380,-66.35125,-3.49499,0.48640
4.96480,-66.35146,-3.51013,0.48851
4.96580,-66.35169,-3.52943,0.49119
4.96780,-66.35212,-3.57284,0.49722
4.96880,-66.35229,-3.59262,0.49998
4.96980,-66.35241,-3.60847,0.50218
4.97080,-66.35249,-3.61904,0.50365
4.97180,-66.35249,-3.62360,0.50428
4.97280,-66.35243,-3.62215,0.50408
4.97380,-66.35231,-3.61515,0.50311
4.97480,-66.35216,-3.60322,0.50145
4.97580,-66.35198,-3.58742,0.49926
4.97600,-66.35198,-3.58742,0.49926
4.97780,-66.35162,-3.55011,0.49407
4.97880,-66.35148,-3.53196,0.49154
4.97980,-66.35138,-3.51648,0.48939
4.98080,-66.35134,-3.50500,0.48779
4.98180,-66.35135,-3.49865,0.48691
4.98280,-66.35143,-3.49806,0.48683
4.98380,-66.35156,-3.50338,0.48757
4.98480,-66.35173,-3.51426,0.48908
4.98580,-66.35192,-3.52982,0.49124
4.98680,-66.35213,-3.54868,0.49386
4.98780,-66.35234,-3.56893,0.49668
4.98880,-66.35252,-3.58847,0.49939
4.98980,-66.35266,-3.60525,0.50173
4.99080,-66.35275,-3.61762,0.50345
4.99180,-66.35278,-3.62449,0.50440
4.99200,-66.35278,-3.62449,0.50440
4.99280,-66.35276,-3.62543,0.50453
4.99380,-66.35267,-3.62063,0.50387
4.99480,-66.35254,-3.61056,0.50247
4.99580,-66.35238,-3.59604,0.50045
4.99680,-66.35220,-3.57844,0.49800
4.99780,-66.35203,-3.55937,0.49535
4.99880,-66.35188,-3.54054,0.49273
4.99980,-66.35176,-3.52371,0.49039
5.00080,-66.35169,-3.51034,0.48853
5.00180,-66.35167,-3.50149,0.48730
5.00280,-66.35171,-3.49800,0.48682
5.00380,-66.35180,-3.50036,0.48714
5.00480,-66.35194,-3.50848,0.48827
5.00580,-66.35212,-3.52180,0.49012
5.00680,-66.35232,-3.53918,0.49254
5.00780,-66.35252,-3.55887,0.49527
5.00800,-66.35252,-3.55887,0.49527
5.00880,-66.35270,-3.57881,0.49805
5.00980,-66.35285,-3.59688,0.50056
5.01080,-66.35297,-3.61122,0.50255
5.01180,-66.35301,-3.62042,0.50383
5.01280,-66.35300,-3.62369,0.50429
5.01380,-66.35293,-3.62087,0.50390
5.01480,-66.35280,-3.61227,0.50270
5.01580,-66.35264,-3.59850,0.50079
5.01680,-66.35245,-3.58056,0.49829
5.01880,-66.35209,-3.53845,0.49244
5.01980,-66.35194,-3.51786,0.48958
5.02080,-66.35183,-3.50014,0.48711
5.02180,-66.35179,-3.48668,0.48524
5.02280,-66.35179,-3.47864,0.48412
5.02380,-66.35187,-3.47674,0.48385
5.02400,-66.35187,-3.47674,0.48385
5.02480,-66.35200,-3.48121,0.48447
5.02580,-66.35218,-3.49182,0.48595
5.02680,-66.35240,-3.50775,0.48816
5.02780,-66.35262,-3.52772,0.49094
5.02980,-66.35306,-3.57191,0.49708
5.03080,-66.35323,-3.59175,0.49984
5.03180,-66.35336,-3.60746,0.50202
5.03280,-66.35342,-3.61774,0.50345
5.03380,-66.35342,-3.62194,0.50404
5.03480,-66.35335,-3.62007,0.50378
5.03580,-66.35323,-3.61258,0.50274
5.03680,-66.35307,-3.60012,0.50101
5.03780,-66.35289,-3.58384,0.49874
5.03880,-66.35270,-3.56521,0.49615
5.03980,-66.35251,-3.54581,0.49346
5.04000,-66.35251,-3.54581,0.49346
5.04080,-66.35237,-3.52744,0.49090
5.04180,-66.35226,-3.51176,0.48872
5.04280,-66.35221,-3.50009,0.48710
5.04380,-66.35222,-3.49357,0.48619
5.04480,-66.35230,-3.49287,0.48609
5.04580,-66.35241,-3.49816,0.48683
5.04680,-66.35259,-3.50910,0.48835
5.04780,-66.35278,-3.52477,0.49053
5.04880,-66.35299,-3.54374,0.49316
5.04980,-66.35320,-3.56400,0.49598
5.05080,-66.35338,-3.58344,0.49868
5.05180,-66.35352,-3.60004,0.50099
5.05280,-66.35361,-3.61214,0.50267
5.05380,-66.35365,-3.61875,0.50359
5.05480,-66.35361,-3.61943,0.50369
5.05580,-66.35353,-3.61440,0.50299
5.05600,-66.35353,-3.61440,0.50299
5.05680,-66.35340,-3.60416,0.50157
5.05780,-66.35324,-3.58957,0.49954
5.05880,-66.35307,-3.57196,0.49709
5.05980,-66.35290,-3.55292,0.49444
5.06080,-66.35275,-3.53418,0.49184
5.06180,-66.35264,-3.51755,0.48952
5.06280,-66.35258,-3.50450,0.48771
5.06380,-66.35257,-3.49615,0.48655
5.06480,-66.35262,-3.49332,0.48615
5.06580,-66.35273,-3.49639,0.48658
5.06680,-66.35288,-3.50520,0.48780
5.06780,-66.35306,-3.51913,0.48974
5.06880,-66.35325,-3.53705,0.49223
5.07080,-66.35363,-3.57754,0.49786
5.07180,-66.35379,-3.59589,0.50041
5.07200,-66.35379,-3.59589,0.50041
5.07280,-66.35388,-3.61040,0.50243
5.07380,-66.35392,-3.61969,0.50372
5.07480,-66.35390,-3.62302,0.50418
5.07580,-66.35382,-3.62025,0.50380
5.07680,-66.35369,-3.61169,0.50261
5.07780,-66.35353,-3.59793,0.50070
5.07880,-66.35334,-3.58000,0.49820
5.08080,-66.35295,-3.53794,0.49236
5.08180,-66.35280,-3.51745,0.48951
5.08280,-66.35269,-3.49985,0.48706
5.08380,-66.35263,-3.48649,0.48520
5.08480,-66.35264,-3.47852,0.48409
5.08580,-66.35270,-3.47665,0.48383
5.08680,-66.35283,-3.48114,0.48445
5.08780,-66.35300,-3.49177,0.48593
5.08800,-66.35300,-3.49177,0.48593
5.08880,-66.35321,-3.50770,0.48814
5.08980,-66.35344,-3.52759,0.49091
5.09080,-66.35367,-3.54951,0.49396
5.09180,-66.35388,-3.57123,0.49698
5.09280,-66.35406,-3.59062,0.49967
5.09380,-66.35418,-3.60583,0.50179
5.09480,-66.35424,-3.61563,0.50315
5.09580,-66.35424,-3.61936,0.50367
5.09680,-66.35418,-3.61702,0.50334
5.09780,-66.35407,-3.60906,0.50224
5.09880,-66.35392,-3.59618,0.50045
5.09980,-66.35375,-3.57956,0.49814
5.10180,-66.35342,-3.54110,0.49279
5.10280,-66.35329,-3.52268,0.49023
5.10380,-66.35321,-3.50710,0.48806
5.10400,-66.35321,-3.50710,0.48806
5.10480,-66.35318,-3.49576,0.48648
5.10580,-66.35321,-3.48982,0.48566
5.10680,-66.35329,-3.48989,0.48566
5.10780,-66.35344,-3.49606,0.48652
5.10880,-66.35363,-3.50789,0.48816
5.10980,-66.35384,-3.52445,0.49047
5.11080,-66.35407,-3.54423,0.49322
5.11180,-66.35428,-3.56527,0.49614
5.11280,-66.35447,-3.58539,0.49894
5.11380,-66.35462,-3.60253,0.50132
5.11480,-66.35472,-3.61504,0.50306
5.11580,-66.35475,-3.62191,0.50401
5.11680,-66.35472,-3.62276,0.50413
5.11780,-66.35463,-3.61787,0.50345
5.11880,-66.35450,-3.60775,0.50205
5.11980,-66.35434,-3.59325,0.50003
5.12000,-66.35434,-3.59325,0.50003
5.12080,-66.35417,-3.57570,0.49759
5.12180,-66.35399,-3.55666,0.49495
5.12280,-66.35384,-3.53789,0.49234
5.12380,-66.35373,-3.52117,0.49001
5.12480,-66.35365,-3.50796,0.48817
5.12580,-66.35363,-3.49933,0.48697
5.12680,-66.35367,-3.49609,0.48652
5.12780,-66.35376,-3.49864,0.48688
5.12880,-66.35390,-3.50686,0.48802
5.12980,-66.35407,-3.52017,0.48987
5.13080,-66.35426,-3.53745,0.49227
5.13280,-66.35464,-3.57664,0.49772
5.13380,-66.35478,-3.59439,0.50018
5.13480,-66.35488,-3.60838,0.50213
5.13580,-66.35493,-3.61727,0.50337
5.13600,-66.35493,-3.61727,0.50337
5.13680,-66.35491,-3.62030,0.50379
5.13780,-66.35483,-3.61729,0.50337
5.13880,-66.35471,-3.60853,0.50215
5.13980,-66.35455,-3.59462,0.50022
5.14080,-66.35437,-3.57666,0.49772
5.14280,-66.35401,-3.53503,0.49194
5.14380,-66.35387,-3.51490,0.48914
5.14480,-66.35377,-3.49768,0.48674
5.14580,-66.35373,-3.48470,0.48494
5.14680,-66.35375,-3.47713,0.48388
5.14780,-66.35383,-3.47569,0.48368
5.14880,-66.35396,-3.48059,0.48436
5.14980,-66.35415,-3.49159,0.48589
5.15080,-66.35436,-3.50780,0.48814
5.15180,-66.35458,-3.52786,0.49093
5.15200,-66.35458,-3.52786,0.49093
5.15280,-66.35481,-3.54983,0.49398
5.15380,-66.35502,-3.57152,0.49700
5.15480,-66.35518,-3.59079,0.49968
5.15580,-66.35530,-3.60578,0.50176
5.15680,-66.35536,-3.61525,0.50308
5.15780,-66.35535,-3.61857,0.50354
5.15880,-66.35528,-3.61579,0.50315
5.15980,-66.35516,-3.60738,0.50199
5.16080,-66.35500,-3.59406,0.50013
5.16180,-66.35483,-3.57697,0.49776
5.16380,-66.35449,-3.53760,0.49229
5.16480,-66.35435,-3.51880,0.48967
5.16580,-66.35426,-3.50293,0.48746
5.16680,-66.35422,-3.49137,0.48586
5.16780,-66.35425,-3.48526,0.48501
5.16800,-66.35425,-3.48526,0.48501
5.16880,-66.35434,-3.48520,0.48500
5.16980,-66.35448,-3.49128,0.48584
5.17080,-66.35466,-3.50310,0.48748
5.17180,-66.35488,-3.51971,0.48979
5.17280,-66.35511,-3.53962,0.49256
5.17380,-66.35533,-3.56079,0.49550
5.17480,-66.35554,-3.58106,0.49832
5.17580,-66.35569,-3.59836,0.50072
5.17680,-66.35578,-3.61104,0.50249
5.17780,-66.35582,-3.61812,0.50347
5.17880,-66.35580,-3.61923,0.50363
5.17980,-66.35573,-3.61460,0.50298
5.18080,-66.35559,-3.60471,0.50161
5.18180,-66.35544,-3.59041,0.49962
5.18280,-66.35527,-3.57307,0.49721
5.18380,-66.35509,-3.55424,0.49459
5.18400,-66.35509,-3.55424,0.49459
5.18480,-66.35494,-3.53563,0.49201
5.18580,-66.35482,-3.51899,0.48969
5.18680,-66.35475,-3.50573,0.48785
5.18780,-66.35473,-3.49698,0.48663
5.18880,-66.35477,-3.49355,0.48615
5.18980,-66.35486,-3.49591,0.48648
5.19080,-66.35499,-3.50395,0.48760
5.19180,-66.35516,-3.51710,0.48942
5.19280,-66.35535,-3.53422,0.49180
5.19380,-66.35554,-3.55359,0.49450
5.19480,-66.35571,-3.57316,0.49722
5.19580,-66.35585,-3.59085,0.49968
5.19680,-66.35595,-3.60480,0.50162
5.19780,-66.35599,-3.61368,0.50285
5.19880,-66.35597,-3.61671,0.50327
5.19980,-66.35590,-3.61372,0.50286
5.20000,-66.35590,-3.61372,0.50286
5.20080,-66.35578,-3.60504,0.50165
5.20180,-66.35561,-3.59129,0.49974
5.20280,-66.35544,-3.57352,0.49727
5.20480,-66.35508,-3.53222,0.49153
5.20580,-66.35493,-3.51221,0.48875
5.20680,-66.35483,-3.49513,0.48637
5.20780,-66.35479,-3.48236,0.48459
5.20880,-66.35481,-3.47504,0.48358
5.20980,-66.35489,-3.47385,0.48341
5.21080,-66.35503,-3.47896,0.48412
5.21180,-66.35521,-3.49009,0.48566
5.21280,-66.35542,-3.50637,0.48793
5.21380,-66.35565,-3.52646,0.49072
5.21480,-66.35588,-3.54844,0.49377
5.21580,-66.35608,-3.57009,0.49678
5.21600,-66.35608,-3.57009,0.49678
5.21680,-66.35625,-3.58929,0.49945
5.21780,-66.35636,-3.60422,0.50153
5.21880,-66.35642,-3.61367,0.50284
5.21980,-66.35641,-3.61703,0.50331
5.22080,-66.35634,-3.61436,0.50294
5.22180,-66.35622,-3.60612,0.50179
5.22280,-66.35607,-3.59302,0.49997
5.22380,-66.35590,-3.57626,0.49765
5.22480,-66.35572,-3.55735,0.49502
5.22580,-66.35555,-3.53791,0.49231
5.22680,-66.35542,-3.51976,0.48979
5.22780,-66.35533,-3.50454,0.48767
5.22880,-66.35529,-3.49359,0.48615
5.22980,-66.35531,-3.48804,0.48538
5.23080,-66.35539,-3.48850,0.48544
5.23180,-66.35553,-3.49507,0.48635
5.23200,-66.35553,-3.49507,0.48635
5.23280,-66.35571,-3.50729,0.48805
5.23380,-66.35591,-3.52415,0.49039
5.23480,-66.35612,-3.54408,0.49316
5.23580,-66.35632,-3.56505,0.49608
5.23680,-66.35650,-3.58492,0.49884
5.23780,-66.35664,-3.60168,0.50117
5.23880,-66.35673,-3.61375,0.50285
5.23980,-66.35675,-3.62014,0.50374
5.24080,-66.35672,-3.62054,0.50379
5.24180,-66.35663,-3.61524,0.50306
5.24280,-66.35650,-3.60482,0.50161
5.24380,-66.35634,-3.59018,0.49957
5.24480,-66.35617,-3.57272,0.49715
5.24580,-66.35600,-3.55394,0.49454
5.24680,-66.35586,-3.53558,0.49198
5.24780,-66.35575,-3.51937,0.48973
5.24800,-66.35575,-3.51937,0.48973
5.24880,-66.35570,-3.50669,0.48797
5.24980,-66.35570,-3.49871,0.48686
5.25080,-66.35575,-3.49619,0.48651
5.25180,-66.35586,-3.49949,0.48696
5.25280,-66.35601,-3.50840,0.48820
5.25380,-66.35619,-3.52224,0.49012
5.25480,-66.35639,-3.53986,0.49257
5.25580,-66.35658,-3.55943,0.49529
5.25680,-66.35676,-3.57893,0.49800
5.25780,-66.35691,-3.59627,0.50041
5.25880,-66.35700,-3.60964,0.50227
5.25980,-66.35704,-3.61781,0.50341
5.26080,-66.35701,-3.62011,0.50373
5.26180,-66.35693,-3.61650,0.50323
5.26280,-66.35681,-3.60734,0.50196
5.26380,-66.35665,-3.59328,0.50000
5.26400,-66.35665,-3.59328,0.50000
5.26480,-66.35647,-3.57543,0.49752
5.26580,-66.35629,-3.55535,0.49473
5.26680,-66.35612,-3.53472,0.49186
5.26780,-66.35599,-3.51538,0.48917
5.26880,-66.35590,-3.49910,0.48691
5.26980,-66.35586,-3.48713,0.48524
5.27080,-66.35588,-3.48052,0.48432
5.27180,-66.35596,-3.47991,0.48424
5.27280,-66.35610,-3.48545,0.48501
5.27380,-66.35628,-3.49685,0.48659
5.27480,-66.35649,-3.51318,0.48886
5.27580,-66.35672,-3.53296,0.49161
5.27680,-66.35693,-3.55418,0.49456
5.27780,-66.35712,-3.57462,0.49740
5.27880,-66.35727,-3.59225,0.49985
5.27980,-66.35737,-3.60540,0.50168
5.28000,-66.35737,-3.60540,0.50168
5.28080,-66.35741,-3.61300,0.50274
5.28180,-66.35738,-3.61455,0.50295
5.28280,-66.35731,-3.61015,0.50234
5.28380,-66.35718,-3.60028,0.50097
5.28480,-66.35702,-3.58576,0.49895
5.28580,-66.35685,-3.56788,0.49646
5.28780,-66.35653,-3.52827,0.49096
5.28880,-66.35641,-3.51007,0.48843
5.28980,-66.35633,-3.49515,0.48635
5.29080,-66.35632,-3.48489,0.48492
5.29180,-66.35636,-3.48035,0.48429
5.29280,-66.35645,-3.48205,0.48453
5.29380,-66.35660,-3.48996,0.48563
5.29480,-66.35679,-3.50353,0.48751
5.29580,-66.35700,-3.52167,0.49003
5.29600,-66.35700,-3.52167,0.49003
5.29680,-66.35722,-3.54272,0.49296
5.29780,-66.35742,-3.56462,0.49600
5.29880,-66.35761,-3.58519,0.49886
5.29980,-66.35774,-3.60241,0.50126
5.30080,-66.35782,-3.61473,0.50297
5.30180,-66.35784,-3.62126,0.50388
5.30280,-66.35780,-3.62175,0.50395
5.30380,-66.35771,-3.61656,0.50323
5.30480,-66.35757,-3.60624,0.50179
5.30580,-66.35740,-3.59168,0.49977
5.30680,-66.35723,-3.57427,0.49735
5.30780,-66.35705,-3.55548,0.49474
5.30880,-66.35691,-3.53707,0.49218
5.30980,-66.35679,-3.52079,0.48991
5.31080,-66.35673,-3.50802,0.48814
5.31180,-66.35672,-3.49994,0.48701
5.31200,-66.35672,-3.49994,0.48701
5.31280,-66.35677,-3.49735,0.48665
5.31380,-66.35688,-3.50059,0.48710
5.31480,-66.35703,-3.50950,0.48834
5.31580,-66.35721,-3.52343,0.49027
5.31680,-66.35740,-3.54119,0.49274
5.31780,-66.35761,-3.56094,0.49549
5.31880,-66.35778,-3.58064,0.49823
5.31980,-66.35793,-3.59817,0.50066
5.32080,-66.35802,-3.61177,0.50255
5.32180,-66.35806,-3.62022,0.50373
5.32280,-66.35803,-3.62283,0.50409
5.32380,-66.35795,-3.61955,0.50364
5.32480,-66.35783,-3.61071,0.50241
5.32580,-66.35767,-3.59699,0.50050
5.32680,-66.35749,-3.57953,0.49808
5.32800,-66.35731,-3.55987,0.49534
5.32880,-66.35714,-3.53965,0.49253
5.32980,-66.35700,-3.52064,0.48989
5.33080,-66.35691,-3.50456,0.48765
5.33180,-66.35687,-3.49264,0.48599
5.33280,-66.35688,-3.48592,0.48506
5.33380,-66.35695,-3.48506,0.48494
5.33480,-66.35708,-3.49019,0.48565
5.33580,-66.35725,-3.50103,0.48716
5.33680,-66.35744,-3.51667,0.48933
5.33780,-66.35765,-3.53568,0.49197
5.33880,-66.35786,-3.55610,0.49481
5.33980,-66.35804,-3.57576,0.49754
5.34080,-66.35818,-3.59262,0.49989
5.34180,-66.35827,-3.60505,0.50162
5.34280,-66.35830,-3.61196,0.50258
5.34380,-66.35828,-3.61285,0.50270
5.34400,-66.35828,-3.61285,0.50270
5.34480,-66.35819,-3.60782,0.50200
5.34580,-66.35806,-3.59738,0.50055
5.34680,-66.35790,-3.58232,0.49846
5.34780,-66.35773,-3.56393,0.49590
5.34880,-66.35755,-3.54377,0.49310
5.34980,-66.35740,-3.52358,0.49029
5.35080,-66.35728,-3.50527,0.48775
5.35180,-66.35721,-3.49049,0.48569
5.35280,-66.35721,-3.48058,0.48431
5.35380,-66.35727,-3.47653,0.48375
5.35480,-66.35738,-3.47879,0.48406
5.35580,-66.35755,-3.48727,0.48524
5.35680,-66.35776,-3.50140,0.48720
5.35780,-66.35799,-3.52008,0.48980
5.35880,-66.35822,-3.54160,0.49279
5.35980,-66.35845,-3.56388,0.49589
5.36000,-66.35845,-3.56388,0.49589
5.36080,-66.35864,-3.58474,0.49878
5.36180,-66.35879,-3.60217,0.50121
5.36280,-66.35888,-3.61466,0.50294
5.36380,-66.35891,-3.62137,0.50388
5.36480,-66.35889,-3.62207,0.50398
5.36580,-66.35879,-3.61711,0.50329
5.36680,-66.35867,-3.60703,0.50189
5.36780,-66.35851,-3.59274,0.49990
5.36880,-66.35834,-3.57561,0.49752
5.36980,-66.35817,-3.55710,0.49495
5.37080,-66.35803,-3.53898,0.49243
