Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep cartilage, Medial, Without LS.

Bone cement hadn't fully hardened causing the bone to sink with compressive forces applied. Aborted test and waited."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
17.45600,-60.93454,-3.53194,0.48516
17.45680,-60.93456,-3.53087,0.48501
17.47180,-60.93493,-3.52549,0.48427
17.47200,-60.93493,-3.52549,0.48427
17.48800,-60.93543,-3.53571,0.48566
17.50400,-60.93594,-3.54016,0.48627
17.51880,-60.93642,-3.52901,0.48473
17.52000,-60.93645,-3.52851,0.48466
17.53600,-60.93695,-3.53334,0.48532
17.55200,-60.93738,-3.53889,0.48607
17.55880,-60.93756,-3.53440,0.48546
17.56800,-60.93779,-3.53342,0.48532
17.58400,-60.93819,-3.53763,0.48589
17.60000,-60.93847,-3.54121,0.48638
17.61080,-60.93862,-3.53446,0.48545
17.61600,-60.93868,-3.53356,0.48533
17.63200,-60.93888,-3.53374,0.48535
17.64800,-60.93909,-3.53040,0.48489
17.64880,-60.93912,-3.52967,0.48479
17.66400,-60.93968,-3.53380,0.48535
17.68000,-60.94029,-3.53939,0.48611
17.69280,-60.94074,-3.53547,0.48556
17.69600,-60.94083,-3.53599,0.48563
17.71200,-60.94127,-3.53380,0.48533
17.71880,-60.94144,-3.52843,0.48459
17.72800,-60.94167,-3.53117,0.48496
17.74400,-60.94208,-3.53900,0.48603
17.76000,-60.94248,-3.53493,0.48547
17.76680,-60.94266,-3.53114,0.48494
17.77600,-60.94289,-3.52980,0.48476
17.79200,-60.94329,-3.53532,0.48551
17.80800,-60.94370,-3.53934,0.48606
17.81680,-60.94393,-3.53536,0.48551
17.82400,-60.94411,-3.53254,0.48512
17.82980,-60.94426,-3.52837,0.48454
17.84000,-60.94451,-3.52569,0.48417
17.85600,-60.94492,-3.53502,0.48545
17.87200,-60.94533,-3.54219,0.48643
17.87980,-60.94552,-3.53567,0.48553
17.88800,-60.94573,-3.53606,0.48558
17.90400,-60.94609,-3.53889,0.48597
17.91780,-60.94628,-3.52898,0.48460
17.92000,-60.94632,-3.52774,0.48443
17.93600,-60.94683,-3.53402,0.48529
17.95200,-60.94733,-3.53921,0.48600
17.96800,-60.94778,-3.53815,0.48584
17.97780,-60.94803,-3.53418,0.48530
17.98400,-60.94818,-3.53310,0.48515
17.99780,-60.94855,-3.52517,0.48405
18.00000,-60.94859,-3.52460,0.48397
18.01600,-60.94900,-3.52904,0.48458
18.03200,-60.94938,-3.54096,0.48621
18.04800,-60.94969,-3.54004,0.48608
18.05780,-60.94988,-3.53327,0.48515
18.06400,-60.94999,-3.53040,0.48475
18.08000,-60.95030,-3.53704,0.48566
18.09600,-60.95060,-3.53358,0.48518
18.09880,-60.95066,-3.53105,0.48483
18.11200,-60.95098,-3.53181,0.48493
18.12800,-60.95138,-3.53329,0.48513
18.12880,-60.95141,-3.53262,0.48504
18.14400,-60.95179,-3.53345,0.48515
18.16000,-60.95219,-3.54338,0.48651
18.16980,-60.95245,-3.53628,0.48553
18.17600,-60.95260,-3.53471,0.48531
18.19200,-60.95300,-3.53546,0.48541
18.20800,-60.95341,-3.53483,0.48532
18.20980,-60.95346,-3.53390,0.48519
18.22400,-60.95382,-3.52839,0.48443
18.24000,-60.95422,-3.53916,0.48590
18.25600,-60.95463,-3.54036,0.48606
18.27200,-60.95504,-3.53755,0.48567
18.27480,-60.95511,-3.53546,0.48538
18.28800,-60.95544,-3.52968,0.48459
18.28980,-60.95549,-3.52911,0.48451
18.30400,-60.95584,-3.52796,0.48434
18.32000,-60.95625,-3.53807,0.48573
18.33080,-60.95653,-3.53423,0.48520
18.33600,-60.95666,-3.53591,0.48543
18.35200,-60.95706,-3.53498,0.48529
18.35980,-60.95727,-3.52928,0.48451
18.36800,-60.95751,-3.53181,0.48485
18.38400,-60.95795,-3.53341,0.48507
18.40000,-60.95826,-3.54130,0.48615
18.40480,-60.95832,-3.53819,0.48572
18.41600,-60.95847,-3.54079,0.48607
18.43200,-60.95884,-3.53325,0.48503
18.44780,-60.95928,-3.53484,0.48525
18.44800,-60.95928,-3.53484,0.48525
18.46400,-60.95989,-3.54024,0.48598
18.48000,-60.96024,-3.53890,0.48579
18.49480,-60.96048,-3.53839,0.48572
18.49600,-60.96050,-3.53848,0.48573
18.51200,-60.96070,-3.53587,0.48537
18.52800,-60.96100,-3.53546,0.48531
18.53080,-60.96107,-3.53268,0.48493
18.54080,-60.96138,-3.53839,0.48571
18.54400,-60.96146,-3.53827,0.48569
18.54880,-60.96159,-3.53301,0.48497
18.56000,-60.96192,-3.53691,0.48550
18.56980,-60.96218,-3.53038,0.48460
18.57600,-60.96243,-3.53000,0.48454
18.59200,-60.96293,-3.53319,0.48497
18.60800,-60.96321,-3.53671,0.48545
18.61080,-60.96324,-3.53291,0.48493
18.62400,-60.96370,-3.53574,0.48531
18.64000,-60.96421,-3.53287,0.48491
18.65600,-60.96466,-3.53553,0.48527
18.65980,-60.96474,-3.53194,0.48478
18.67200,-60.96496,-3.53927,0.48578
18.68800,-60.96521,-3.53676,0.48544
18.69880,-60.96542,-3.53308,0.48493
18.70400,-60.96553,-3.53296,0.48491
18.72000,-60.96589,-3.53294,0.48490
18.73600,-60.96625,-3.53711,0.48547
18.73980,-60.96633,-3.53299,0.48490
18.75200,-60.96668,-3.53896,0.48572
18.75280,-60.96670,-3.53900,0.48573
18.75880,-60.96682,-3.53354,0.48497
18.76180,-60.96690,-3.53024,0.48452
18.76800,-60.96712,-3.53045,0.48455
18.78400,-60.96773,-3.53223,0.48478
18.80000,-60.96832,-3.53907,0.48571
18.81600,-60.96862,-3.53465,0.48510
18.81880,-60.96868,-3.53254,0.48481
18.83200,-60.96893,-3.53043,0.48452
18.84800,-60.96923,-3.53885,0.48567
18.86400,-60.96953,-3.54003,0.48583
18.86980,-60.96965,-3.53414,0.48502
18.88000,-60.96984,-3.53605,0.48528
18.89600,-60.97014,-3.53612,0.48529
18.91080,-60.97043,-3.53113,0.48460
18.91200,-60.97045,-3.53099,0.48458
18.92800,-60.97075,-3.53756,0.48548
18.94080,-60.97102,-3.53237,0.48476
18.94400,-60.97111,-3.53277,0.48482
18.96000,-60.97162,-3.53865,0.48562
18.97600,-60.97203,-3.53298,0.48483
18.99200,-60.97244,-3.53606,0.48525
19.00780,-60.97284,-3.53611,0.48525
19.00800,-60.97284,-3.53611,0.48525
19.01980,-60.97315,-3.53023,0.48444
19.02400,-60.97325,-3.52970,0.48437
19.04000,-60.97372,-3.52785,0.48411
19.05600,-60.97422,-3.53355,0.48488
19.07200,-60.97473,-3.53918,0.48565
19.08800,-60.97523,-3.54311,0.48618
19.09280,-60.97535,-3.54199,0.48603
19.10400,-60.97556,-3.54320,0.48619
19.12000,-60.97576,-3.54434,0.48634
19.13600,-60.97587,-3.53543,0.48512
19.13880,-60.97589,-3.53340,0.48484
19.15200,-60.97603,-3.52649,0.48389
19.15780,-60.97615,-3.52364,0.48350
19.16800,-60.97653,-3.52540,0.48374
19.18400,-60.97714,-3.53058,0.48444
19.20000,-60.97772,-3.54043,0.48578
19.21600,-60.97808,-3.54300,0.48613
19.22780,-60.97827,-3.53950,0.48565
19.23200,-60.97831,-3.53763,0.48539
19.23980,-60.97842,-3.52987,0.48433
19.24800,-60.97851,-3.52618,0.48382
19.26400,-60.97890,-3.53355,0.48483
19.28000,-60.97930,-3.54252,0.48605
19.29600,-60.97962,-3.53452,0.48495
19.29980,-60.97969,-3.53357,0.48482
19.31200,-60.97992,-3.53061,0.48441
19.32800,-60.98022,-3.52668,0.48387
19.32880,-60.98025,-3.52664,0.48386
19.34400,-60.98065,-3.52779,0.48401
19.36000,-60.98116,-3.53179,0.48456
19.37600,-60.98167,-3.53663,0.48521
19.39200,-60.98217,-3.53819,0.48542
19.40800,-60.98244,-3.54016,0.48569
19.41280,-60.98247,-3.53855,0.48547
19.42400,-60.98254,-3.53018,0.48432
19.42780,-60.98257,-3.52643,0.48380
19.44000,-60.98279,-3.52335,0.48338
19.45600,-60.98320,-3.52690,0.48386
19.46180,-60.98335,-3.52788,0.48399
19.47200,-60.98360,-3.53251,0.48463
19.48800,-60.98401,-3.53885,0.48549
19.50400,-60.98441,-3.53693,0.48522
19.52000,-60.98482,-3.53797,0.48536
19.53600,-60.98522,-3.53235,0.48458
19.53680,-60.98525,-3.53122,0.48443
19.55080,-60.98560,-3.52428,0.48347
19.55200,-60.98563,-3.52434,0.48348
19.56800,-60.98604,-3.53349,0.48473
19.58400,-60.98644,-3.53427,0.48483
19.60000,-60.98684,-3.53806,0.48535
19.61600,-60.98714,-3.53510,0.48494
19.61780,-60.98718,-3.53295,0.48464
19.63200,-60.98744,-3.53176,0.48447
19.63780,-60.98756,-3.52995,0.48422
19.64800,-60.98775,-3.53439,0.48483
19.66400,-60.98805,-3.53843,0.48538
19.67280,-60.98824,-3.53222,0.48453
19.68000,-60.98845,-3.53649,0.48511
19.69600,-60.98897,-3.53343,0.48468
19.71200,-60.98947,-3.53743,0.48523
19.71980,-60.98967,-3.53294,0.48461
19.72800,-60.98988,-3.53519,0.48491
19.74280,-60.99019,-3.53286,0.48459
19.74400,-60.99022,-3.53288,0.48459
19.75180,-60.99047,-3.53909,0.48544
19.76000,-60.99068,-3.53850,0.48536
19.76380,-60.99078,-3.53475,0.48484
19.77080,-60.99098,-3.52902,0.48405
19.77600,-60.99114,-3.53250,0.48453
19.77780,-60.99120,-3.53552,0.48494
19.79080,-60.99135,-3.53531,0.48491
19.79200,-60.99137,-3.53454,0.48481
19.80680,-60.99182,-3.54416,0.48612
19.80800,-60.99183,-3.54506,0.48624
19.81680,-60.99190,-3.54045,0.48561
19.82280,-60.99203,-3.53586,0.48498
19.82400,-60.99207,-3.53616,0.48502
19.82880,-60.99226,-3.54091,0.48567
19.84000,-60.99242,-3.54507,0.48624
19.84580,-60.99247,-3.53667,0.48508
19.85600,-60.99285,-3.53159,0.48438
19.86680,-60.99316,-3.54595,0.48635
19.87200,-60.99312,-3.55144,0.48710
19.88580,-60.99295,-3.54383,0.48606
19.88800,-60.99296,-3.54018,0.48556
19.88980,-60.99299,-3.53634,0.48503
19.89580,-60.99323,-3.52473,0.48344
19.90400,-60.99386,-3.51513,0.48211
19.92000,-60.99508,-3.53173,0.48438
19.92280,-60.99519,-3.53868,0.48533
19.93600,-60.99505,-3.55800,0.48798
19.95200,-60.99454,-3.54724,0.48651
19.95480,-60.99455,-3.54133,0.48570
19.95980,-60.99472,-3.53093,0.48427
19.96800,-60.99523,-3.51974,0.48273
19.98280,-60.99614,-3.53638,0.48500
19.98400,-60.99616,-3.53814,0.48524
19.99580,-60.99611,-3.53988,0.48548
19.99980,-60.99612,-3.53326,0.48457
20.00000,-60.99612,-3.53326,0.48457
20.01600,-60.99689,-3.53387,0.48465
20.01880,-60.99700,-3.54011,0.48550
20.03200,-60.99694,-3.55138,0.48705
20.03780,-60.99684,-3.54236,0.48581
20.04180,-60.99688,-3.53454,0.48474
20.04800,-60.99713,-3.52381,0.48326
20.04880,-60.99719,-3.52229,0.48305
20.06400,-60.99832,-3.52611,0.48356
20.06680,-60.99849,-3.53167,0.48433
20.07480,-60.99866,-3.54675,0.48639
20.08000,-60.99857,-3.55474,0.48749
20.09580,-60.99809,-3.54800,0.48657
20.09600,-60.99809,-3.54800,0.48657
20.10180,-60.99811,-3.53699,0.48506
20.10780,-60.99835,-3.52493,0.48340
20.11200,-60.99864,-3.51870,0.48254
20.12580,-60.99973,-3.53006,0.48409
20.12800,-60.99982,-3.53484,0.48474
20.13080,-60.99992,-3.54086,0.48557
20.13880,-60.99993,-3.54153,0.48566
20.14280,-60.99991,-3.53756,0.48512
20.14400,-60.99992,-3.53690,0.48502
20.15780,-61.00009,-3.54529,0.48617
20.16000,-61.00008,-3.54786,0.48653
20.17480,-60.99990,-3.54136,0.48564
20.17600,-60.99990,-3.53960,0.48539
20.17980,-60.99996,-3.53243,0.48441
20.18680,-61.00032,-3.52121,0.48287
20.19200,-61.00066,-3.51642,0.48221
20.20680,-61.00165,-3.53259,0.48441
20.20800,-61.00169,-3.53505,0.48475
20.21180,-61.00177,-3.54386,0.48595
20.22380,-61.00161,-3.54509,0.48613
20.22400,-61.00161,-3.54509,0.48613
20.22780,-61.00159,-3.53818,0.48518
20.23280,-61.00172,-3.53214,0.48435
20.23980,-61.00203,-3.53590,0.48486
20.24000,-61.00203,-3.53590,0.48486
20.24480,-61.00219,-3.54331,0.48587
20.25600,-61.00208,-3.54572,0.48621
20.25780,-61.00205,-3.54244,0.48576
20.26180,-61.00206,-3.53504,0.48474
20.27200,-61.00247,-3.53133,0.48423
20.27680,-61.00270,-3.53965,0.48537
20.28180,-61.00280,-3.54870,0.48661
20.28800,-61.00271,-3.55582,0.48758
20.30400,-61.00231,-3.56024,0.48819
20.32000,-61.00190,-3.55434,0.48739
20.33600,-61.00150,-3.54825,0.48656
20.35200,-61.00132,-3.54231,0.48575
20.36800,-61.00137,-3.53809,0.48517
20.37580,-61.00149,-3.53456,0.48468
20.38280,-61.00169,-3.52593,0.48350
20.38400,-61.00174,-3.52436,0.48328
20.38780,-61.00201,-3.51676,0.48224
20.39180,-61.00237,-3.50867,0.48112
20.39680,-61.00298,-3.50080,0.48004
20.40000,-61.00338,-3.49781,0.47962
20.41600,-61.00550,-3.50359,0.48039
20.43200,-61.00666,-3.53912,0.48524
20.43880,-61.00668,-3.55211,0.48702
20.44800,-61.00650,-3.56050,0.48818
20.46400,-61.00620,-3.56568,0.48889
20.48000,-61.00590,-3.55132,0.48693
20.48580,-61.00585,-3.54290,0.48577
20.49280,-61.00600,-3.52930,0.48391
20.49600,-61.00616,-3.52349,0.48311
20.49880,-61.00636,-3.51860,0.48243
20.51200,-61.00735,-3.52197,0.48288
20.51380,-61.00748,-3.52617,0.48346
20.52800,-61.00780,-3.53999,0.48535
20.53180,-61.00784,-3.53534,0.48471
20.54400,-61.00824,-3.54085,0.48546
20.54580,-61.00829,-3.54407,0.48590
20.56000,-61.00818,-3.54420,0.48592
20.56080,-61.00817,-3.54234,0.48567
20.56380,-61.00819,-3.53670,0.48489
20.57600,-61.00869,-3.53875,0.48517
20.57680,-61.00873,-3.53970,0.48530
20.58680,-61.00894,-3.53566,0.48474
20.59080,-61.00906,-3.53017,0.48399
20.59200,-61.00910,-3.52901,0.48383
20.60380,-61.00970,-3.53597,0.48477
20.60800,-61.00982,-3.54144,0.48552
20.61780,-61.00989,-3.53723,0.48495
20.62400,-61.00999,-3.53806,0.48506
20.64000,-61.01030,-3.53410,0.48451
20.65600,-61.01066,-3.54475,0.48597
20.66580,-61.01067,-3.53751,0.48497
20.67080,-61.01080,-3.53056,0.48402
20.67200,-61.01084,-3.52957,0.48388
20.68180,-61.01135,-3.53482,0.48460
20.68800,-61.01152,-3.53995,0.48530
20.69580,-61.01163,-3.53348,0.48441
20.70400,-61.01191,-3.53030,0.48397
20.71380,-61.01225,-3.54345,0.48577
20.72000,-61.01224,-3.54654,0.48619
20.72380,-61.01220,-3.54193,0.48556
20.72780,-61.01221,-3.53691,0.48487
20.73600,-61.01244,-3.53810,0.48503
20.73780,-61.01250,-3.53996,0.48529
20.75180,-61.01283,-3.53495,0.48460
20.75200,-61.01283,-3.53495,0.48460
20.75580,-61.01296,-3.52889,0.48376
20.76680,-61.01356,-3.53452,0.48453
20.76800,-61.01360,-3.53589,0.48472
20.78400,-61.01370,-3.54099,0.48541
20.78680,-61.01372,-3.53706,0.48487
20.80000,-61.01411,-3.53809,0.48501
20.81600,-61.01444,-3.53394,0.48444
20.83200,-61.01474,-3.53514,0.48460
20.84780,-61.01505,-3.53546,0.48464
20.84800,-61.01505,-3.53546,0.48464
20.86400,-61.01535,-3.53355,0.48437
20.88000,-61.01565,-3.53614,0.48472
20.89380,-61.01592,-3.53300,0.48429
20.89600,-61.01597,-3.53145,0.48408
20.91200,-61.01647,-3.53580,0.48467
20.92800,-61.01690,-3.54023,0.48527
20.93580,-61.01710,-3.53479,0.48452
20.94400,-61.01730,-3.52849,0.48366
20.96000,-61.01771,-3.52831,0.48362
20.97600,-61.01812,-3.53558,0.48462
20.99200,-61.01835,-3.54494,0.48590
21.00800,-61.01837,-3.54526,0.48594
21.02400,-61.01837,-3.54117,0.48538
21.03880,-61.01837,-3.53575,0.48464
21.04000,-61.01837,-3.53558,0.48461
21.05600,-61.01837,-3.53266,0.48421
21.06680,-61.01848,-3.52821,0.48360
21.07200,-61.01863,-3.52544,0.48322
21.08380,-61.01912,-3.51951,0.48240
21.08800,-61.01930,-3.52038,0.48252
21.10400,-61.02007,-3.52110,0.48261
21.12000,-61.02088,-3.52999,0.48382
21.13600,-61.02153,-3.53988,0.48516
21.15200,-61.02173,-3.54565,0.48595
21.16800,-61.02183,-3.54227,0.48549
21.16880,-61.02183,-3.54221,0.48548
21.18400,-61.02193,-3.53611,0.48464
21.19680,-61.02201,-3.52932,0.48371
21.20000,-61.02203,-3.52838,0.48358
21.21480,-61.02235,-3.52189,0.48269
21.21600,-61.02238,-3.52196,0.48270
21.23200,-61.02299,-3.52338,0.48288
21.24800,-61.02360,-3.53674,0.48471
21.26380,-61.02421,-3.53478,0.48443
21.26400,-61.02421,-3.53478,0.48443
21.28000,-61.02482,-3.53296,0.48417
21.29600,-61.02518,-3.53693,0.48471
21.31200,-61.02549,-3.53884,0.48497
21.32380,-61.02572,-3.53542,0.48450
21.32800,-61.02579,-3.53384,0.48428
21.34400,-61.02610,-3.53465,0.48439
21.36000,-61.02640,-3.53256,0.48410
21.37600,-61.02671,-3.53375,0.48426
21.37880,-61.02676,-3.53269,0.48411
21.39200,-61.02701,-3.53264,0.48410
21.40800,-61.02731,-3.53252,0.48408
21.42080,-61.02756,-3.53317,0.48417
21.42400,-61.02762,-3.53175,0.48397
21.44000,-61.02792,-3.53301,0.48414
21.45600,-61.02823,-3.53459,0.48436
21.46480,-61.02840,-3.53484,0.48439
21.47200,-61.02853,-3.53303,0.48414
21.48800,-61.02883,-3.53486,0.48439
21.50400,-61.02914,-3.53422,0.48429
21.51580,-61.02937,-3.53465,0.48435
21.52000,-61.02944,-3.53357,0.48420
21.53600,-61.02975,-3.53518,0.48442
21.54480,-61.02992,-3.53184,0.48396
21.55200,-61.03005,-3.53015,0.48372
21.56800,-61.03035,-3.53699,0.48466
21.58400,-61.03066,-3.53263,0.48406
21.60000,-61.03096,-3.53424,0.48427
21.60180,-61.03100,-3.53327,0.48414
21.61600,-61.03135,-3.53068,0.48378
21.63200,-61.03186,-3.53454,0.48430
21.63380,-61.03192,-3.53399,0.48423
21.64800,-61.03237,-3.53712,0.48465
21.66400,-61.03280,-3.53854,0.48484
21.67480,-61.03308,-3.53210,0.48395
21.68000,-61.03321,-3.52987,0.48365
21.69600,-61.03362,-3.53026,0.48369
21.71200,-61.03402,-3.53806,0.48476
21.72800,-61.03430,-3.54269,0.48539
21.74400,-61.03451,-3.53664,0.48456
21.74580,-61.03453,-3.53531,0.48438
21.76000,-61.03471,-3.53120,0.48381
21.76680,-61.03480,-3.52760,0.48332
21.77600,-61.03494,-3.52550,0.48303
21.79200,-61.03535,-3.53139,0.48383
21.80800,-61.03575,-3.54133,0.48519
21.82400,-61.03615,-3.54537,0.48573
21.84000,-61.03645,-3.54158,0.48521
21.85180,-61.03668,-3.53377,0.48414
21.85600,-61.03676,-3.53031,0.48366
21.86480,-61.03693,-3.52515,0.48295
21.87200,-61.03706,-3.52256,0.48260
21.88800,-61.03745,-3.52719,0.48323
21.90400,-61.03786,-3.54188,0.48523
21.92000,-61.03826,-3.54471,0.48562
21.93600,-61.03857,-3.54575,0.48576
21.95180,-61.03868,-3.53716,0.48458
21.95200,-61.03868,-3.53716,0.48458
21.96580,-61.03883,-3.52797,0.48332
21.96800,-61.03887,-3.52782,0.48330
21.98400,-61.03927,-3.53708,0.48456
22.00000,-61.03967,-3.53954,0.48489
22.01380,-61.04003,-3.53158,0.48380
22.01600,-61.04008,-3.53084,0.48369
22.03200,-61.04049,-3.53201,0.48385
22.04800,-61.04089,-3.54267,0.48530
22.06380,-61.04130,-3.53733,0.48457
22.06400,-61.04130,-3.53733,0.48457
22.08000,-61.04171,-3.53658,0.48446
22.09600,-61.04211,-3.54122,0.48509
22.10380,-61.04232,-3.53761,0.48459
22.11200,-61.04252,-3.53442,0.48415
22.12800,-61.04292,-3.53324,0.48399
22.14400,-61.04316,-3.53930,0.48481
22.14480,-61.04316,-3.53879,0.48474
22.16000,-61.04335,-3.54189,0.48517
22.17600,-61.04355,-3.54295,0.48531
22.19200,-61.04375,-3.54249,0.48524
22.20380,-61.04390,-3.53799,0.48463
22.20800,-61.04396,-3.53814,0.48465
22.22400,-61.04424,-3.53240,0.48386
22.24000,-61.04464,-3.54488,0.48556
22.24780,-61.04476,-3.53726,0.48452
22.25380,-61.04500,-3.52911,0.48340
22.25600,-61.04511,-3.52783,0.48322
22.26480,-61.04560,-3.53707,0.48448
22.27080,-61.04573,-3.54650,0.48577
22.27200,-61.04573,-3.54782,0.48595
22.28280,-61.04567,-3.54809,0.48599
22.28800,-61.04567,-3.54102,0.48502
22.28880,-61.04569,-3.53922,0.48477
22.29380,-61.04588,-3.52998,0.48350
22.30400,-61.04656,-3.52530,0.48286
22.31180,-61.04705,-3.53767,0.48454
22.32000,-61.04718,-3.54823,0.48599
22.32980,-61.04712,-3.54140,0.48505
22.33480,-61.04718,-3.53303,0.48391
22.33600,-61.04721,-3.53185,0.48374
22.35080,-61.04794,-3.54022,0.48488
22.35200,-61.04797,-3.54202,0.48513
22.35780,-61.04802,-3.55149,0.48642
22.36800,-61.04784,-3.55309,0.48665
22.37080,-61.04778,-3.54989,0.48621
22.37880,-61.04782,-3.53857,0.48466
22.38400,-61.04801,-3.53034,0.48353
22.38480,-61.04806,-3.52879,0.48331
22.40000,-61.04898,-3.53176,0.48371
22.40280,-61.04912,-3.53636,0.48434
22.41600,-61.04921,-3.54993,0.48620
22.43200,-61.04918,-3.55865,0.48739
22.44680,-61.04901,-3.54274,0.48521
22.44800,-61.04902,-3.54097,0.48497
22.45380,-61.04919,-3.52946,0.48339
22.46080,-61.04963,-3.51839,0.48187
22.46400,-61.04986,-3.51517,0.48143
22.48000,-61.05108,-3.51564,0.48148
22.49600,-61.05225,-3.52660,0.48296
22.50780,-61.05244,-3.55148,0.48637
22.51200,-61.05230,-3.55868,0.48735
22.52380,-61.05172,-3.55318,0.48661
22.52800,-61.05163,-3.54607,0.48564
22.52880,-61.05162,-3.54445,0.48541
22.54080,-61.05186,-3.54664,0.48571
22.54400,-61.05191,-3.55086,0.48629
22.54680,-61.05191,-3.55514,0.48687
22.55880,-61.05164,-3.55075,0.48628
22.56000,-61.05163,-3.54892,0.48603
22.56380,-61.05164,-3.54049,0.48487
22.56780,-61.05175,-3.53178,0.48368
22.57600,-61.05224,-3.52978,0.48340
22.57880,-61.05245,-3.53434,0.48402
22.59180,-61.05287,-3.53480,0.48408
22.59200,-61.05287,-3.53480,0.48408
22.60080,-61.05310,-3.54307,0.48521
22.60800,-61.05317,-3.54402,0.48534
22.61180,-61.05320,-3.54214,0.48508
22.62080,-61.05325,-3.54808,0.48589
22.62400,-61.05327,-3.54769,0.48584
22.62880,-61.05330,-3.54198,0.48506
22.64000,-61.05355,-3.54394,0.48532
22.65600,-61.05386,-3.54208,0.48506
22.67200,-61.05416,-3.53997,0.48477
22.68480,-61.05441,-3.53729,0.48440
22.68800,-61.05447,-3.53847,0.48456
22.70400,-61.05477,-3.53624,0.48425
22.72000,-61.05508,-3.53182,0.48364
22.72180,-61.05511,-3.53188,0.48365
22.73600,-61.05538,-3.53865,0.48457
22.75200,-61.05568,-3.54201,0.48503
22.76800,-61.05599,-3.53342,0.48385
22.76980,-61.05603,-3.53287,0.48377
22.78400,-61.05632,-3.52978,0.48335
22.80000,-61.05673,-3.53836,0.48452
22.81600,-61.05710,-3.54379,0.48526
22.82980,-61.05737,-3.53848,0.48453
22.83200,-61.05740,-3.53777,0.48443
22.84800,-61.05771,-3.53607,0.48419
22.86400,-61.05801,-3.53856,0.48453
22.86980,-61.05813,-3.53638,0.48423
22.88000,-61.05832,-3.53193,0.48362
22.89600,-61.05872,-3.53351,0.48383
22.91200,-61.05912,-3.53846,0.48450
22.92800,-61.05953,-3.54525,0.48543
22.94400,-61.05980,-3.54465,0.48534
22.96000,-61.06001,-3.54362,0.48520
22.96580,-61.06008,-3.54027,0.48474
22.97600,-61.06021,-3.53468,0.48397
22.98680,-61.06035,-3.53036,0.48338
22.99200,-61.06041,-3.52962,0.48327
23.00800,-61.06062,-3.53279,0.48371
23.02400,-61.06082,-3.54051,0.48476
23.03980,-61.06102,-3.53783,0.48439
23.04000,-61.06102,-3.53783,0.48439
23.05600,-61.06138,-3.53470,0.48396
23.07200,-61.06178,-3.53532,0.48404
23.07680,-61.06191,-3.53319,0.48374
23.08800,-61.06219,-3.53452,0.48392
23.10400,-61.06260,-3.53984,0.48465
23.12000,-61.06300,-3.53529,0.48402
23.13600,-61.06341,-3.53759,0.48433
23.14180,-61.06356,-3.53664,0.48420
23.15200,-61.06382,-3.53405,0.48384
23.16800,-61.06422,-3.53368,0.48378
23.18400,-61.06463,-3.53637,0.48415
23.18980,-61.06478,-3.53513,0.48397
23.20000,-61.06503,-3.53669,0.48419
23.21600,-61.06537,-3.53294,0.48367
23.23200,-61.06567,-3.53646,0.48415
23.24800,-61.06597,-3.53465,0.48389
23.24880,-61.06599,-3.53427,0.48384
23.26400,-61.06628,-3.53337,0.48372
23.28000,-61.06658,-3.53481,0.48391
23.29600,-61.06689,-3.53662,0.48415
23.30380,-61.06704,-3.53598,0.48406
23.31200,-61.06719,-3.53411,0.48381
23.32800,-61.06749,-3.53282,0.48363
23.34380,-61.06780,-3.53305,0.48365
23.34400,-61.06780,-3.53305,0.48365
23.36000,-61.06810,-3.53144,0.48343
23.37600,-61.06841,-3.53212,0.48352
23.39200,-61.06871,-3.53450,0.48384
23.39680,-61.06881,-3.53393,0.48376
23.40800,-61.06901,-3.53335,0.48368
23.42400,-61.06932,-3.53429,0.48380
23.44000,-61.06962,-3.53627,0.48407
23.44880,-61.06979,-3.53464,0.48384
23.45600,-61.06993,-3.53329,0.48366
23.47200,-61.07023,-3.53149,0.48341
23.48800,-61.07054,-3.53427,0.48379
23.49080,-61.07059,-3.53364,0.48370
23.50400,-61.07084,-3.53357,0.48369
23.52000,-61.07115,-3.53404,0.48375
23.53600,-61.07145,-3.53275,0.48357
23.54580,-61.07164,-3.53394,0.48373
23.55200,-61.07175,-3.53614,0.48403
23.56800,-61.07206,-3.53830,0.48432
23.58400,-61.07236,-3.53406,0.48373
23.59580,-61.07259,-3.53045,0.48324
23.60000,-61.07267,-3.52860,0.48298
23.61600,-61.07297,-3.53197,0.48344
23.63200,-61.07328,-3.53457,0.48379
23.64800,-61.07358,-3.53720,0.48415
23.65380,-61.07370,-3.53651,0.48405
23.66400,-61.07389,-3.53492,0.48383
23.68000,-61.07419,-3.53268,0.48352
23.69600,-61.07450,-3.53426,0.48373
23.69880,-61.07455,-3.53302,0.48356
23.71200,-61.07480,-3.53281,0.48353
23.72800,-61.07511,-3.53604,0.48397
23.74400,-61.07541,-3.53864,0.48432
23.74780,-61.07549,-3.53716,0.48412
23.76000,-61.07571,-3.53818,0.48426
