Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep, Medial, Without LS. SS316 indenter. 
Issues with PID - had to abort the test."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
56.38400,-61.34117,-3.53538,0.49429
56.40000,-61.34117,-3.53513,0.49425
56.41600,-61.34117,-3.53609,0.49439
56.43200,-61.34120,-3.53631,0.49442
56.44480,-61.34129,-3.53581,0.49435
56.44800,-61.34131,-3.53525,0.49427
56.46400,-61.34140,-3.53484,0.49421
56.48000,-61.34151,-3.53710,0.49452
56.49600,-61.34161,-3.53741,0.49457
56.51200,-61.34171,-3.53656,0.49444
56.52800,-61.34181,-3.53712,0.49452
56.54400,-61.34192,-3.53727,0.49454
56.56000,-61.34201,-3.53673,0.49447
56.57600,-61.34212,-3.53486,0.49420
56.59200,-61.34222,-3.53574,0.49432
56.60800,-61.34232,-3.53581,0.49433
56.62400,-61.34242,-3.53528,0.49426
56.64000,-61.34252,-3.53424,0.49411
56.65600,-61.34262,-3.53451,0.49415
56.67200,-61.34272,-3.53543,0.49427
56.68800,-61.34283,-3.53461,0.49416
56.70400,-61.34293,-3.53535,0.49426
56.72000,-61.34303,-3.53614,0.49437
56.73600,-61.34313,-3.53682,0.49446
56.75200,-61.34314,-3.53555,0.49429
56.76800,-61.34314,-3.53585,0.49433
56.78400,-61.34314,-3.53556,0.49429
56.80000,-61.34314,-3.53426,0.49411
56.81600,-61.34314,-3.53395,0.49406
56.83200,-61.34314,-3.53472,0.49417
56.84800,-61.34314,-3.53543,0.49427
56.86400,-61.34314,-3.53469,0.49416
56.88000,-61.34314,-3.53458,0.49415
56.89600,-61.34314,-3.53578,0.49432
56.91200,-61.34314,-3.53624,0.49438
56.92800,-61.34314,-3.53643,0.49441
56.94400,-61.34314,-3.53695,0.49448
56.96000,-61.34314,-3.53706,0.49450
56.97600,-61.34314,-3.53663,0.49444
56.99200,-61.34314,-3.53528,0.49425
57.00800,-61.34314,-3.53497,0.49421
57.02400,-61.34314,-3.53580,0.49432
57.04000,-61.34314,-3.53579,0.49432
57.05600,-61.34314,-3.53449,0.49414
57.07200,-61.34314,-3.53453,0.49414
57.08800,-61.34314,-3.53463,0.49416
57.10400,-61.34314,-3.53462,0.49416
57.12000,-61.34314,-3.53579,0.49432
57.13600,-61.34314,-3.53580,0.49432
57.15200,-61.34314,-3.53548,0.49428
57.16800,-61.34314,-3.53478,0.49418
57.18400,-61.34314,-3.53504,0.49422
57.20000,-61.34314,-3.53491,0.49420
57.21080,-61.34314,-3.53500,0.49421
57.21600,-61.34314,-3.53486,0.49419
57.23200,-61.34314,-3.53374,0.49403
57.24800,-61.34314,-3.53374,0.49403
57.26400,-61.34314,-3.53540,0.49427
57.28000,-61.34314,-3.53689,0.49447
57.29600,-61.34314,-3.53687,0.49447
57.31200,-61.34314,-3.53755,0.49457
57.32800,-61.34314,-3.53754,0.49456
57.34400,-61.34314,-3.53708,0.49450
57.36000,-61.34314,-3.53717,0.49451
57.37600,-61.34314,-3.53648,0.49442
57.39200,-61.34314,-3.53538,0.49426
57.40800,-61.34314,-3.53399,0.49407
57.42400,-61.34314,-3.53404,0.49408
57.44000,-61.34314,-3.53428,0.49411
57.45600,-61.34314,-3.53433,0.49412
57.47200,-61.34314,-3.53328,0.49397
57.48800,-61.34314,-3.53217,0.49381
57.50400,-61.34314,-3.53360,0.49401
57.52000,-61.34314,-3.53485,0.49419
57.53600,-61.34314,-3.53483,0.49418
57.55200,-61.34314,-3.53426,0.49411
57.56800,-61.34314,-3.53344,0.49399
57.58400,-61.34314,-3.53389,0.49405
57.60000,-61.34314,-3.53293,0.49392
57.61600,-61.34314,-3.53300,0.49393
57.63200,-61.34314,-3.53390,0.49406
57.64800,-61.34314,-3.53445,0.49413
57.66400,-61.34314,-3.53504,0.49421
57.68000,-61.34314,-3.53506,0.49422
57.69600,-61.34314,-3.53433,0.49412
57.71200,-61.34314,-3.53319,0.49396
57.72800,-61.34314,-3.53387,0.49405
57.74400,-61.34314,-3.53447,0.49414
57.76000,-61.34314,-3.53416,0.49409
57.77600,-61.34314,-3.53280,0.49390
57.79200,-61.34314,-3.53373,0.49403
57.80800,-61.34321,-3.53442,0.49413
57.82400,-61.34331,-3.53557,0.49429
57.84000,-61.34341,-3.53482,0.49418
57.85600,-61.34351,-3.53505,0.49421
57.86380,-61.34356,-3.53477,0.49417
57.87200,-61.34361,-3.53471,0.49416
57.88800,-61.34371,-3.53508,0.49421
57.90400,-61.34382,-3.53587,0.49432
57.92000,-61.34392,-3.53563,0.49429
57.93600,-61.34402,-3.53498,0.49420
57.95200,-61.34412,-3.53443,0.49412
57.96800,-61.34422,-3.53502,0.49420
57.98400,-61.34432,-3.53539,0.49425
58.00000,-61.34442,-3.53542,0.49425
58.01600,-61.34453,-3.53446,0.49412
58.03200,-61.34462,-3.53431,0.49409
58.04800,-61.34473,-3.53445,0.49411
58.06400,-61.34483,-3.53307,0.49392
58.08000,-61.34493,-3.53307,0.49392
58.09600,-61.34503,-3.53346,0.49397
58.11200,-61.34513,-3.53409,0.49406
58.12800,-61.34513,-3.53416,0.49407
58.14400,-61.34513,-3.53562,0.49427
58.16000,-61.34513,-3.53630,0.49436
58.17600,-61.34513,-3.53557,0.49426
58.19200,-61.34513,-3.53471,0.49414
58.20800,-61.34513,-3.53471,0.49414
58.22400,-61.34513,-3.53419,0.49407
58.24000,-61.34513,-3.53385,0.49402
58.25600,-61.34513,-3.53420,0.49407
58.27200,-61.34513,-3.53552,0.49426
58.28800,-61.34513,-3.53535,0.49423
58.30400,-61.34513,-3.53468,0.49414
58.32000,-61.34513,-3.53419,0.49407
58.33600,-61.34513,-3.53499,0.49418
58.35200,-61.34513,-3.53614,0.49434
58.36800,-61.34513,-3.53445,0.49411
58.38400,-61.34513,-3.53420,0.49407
58.40000,-61.34513,-3.53393,0.49403
58.41600,-61.34513,-3.53414,0.49406
58.43200,-61.34513,-3.53371,0.49400
58.44800,-61.34513,-3.53419,0.49407
58.46400,-61.34513,-3.53545,0.49425
58.48000,-61.34513,-3.53519,0.49421
58.49600,-61.34513,-3.53382,0.49402
58.51200,-61.34513,-3.53422,0.49407
58.52800,-61.34513,-3.53548,0.49425
58.54400,-61.34513,-3.53601,0.49432
58.56000,-61.34513,-3.53482,0.49416
58.57600,-61.34513,-3.53454,0.49412
58.59200,-61.34513,-3.53409,0.49406
58.60800,-61.34513,-3.53311,0.49392
58.62400,-61.34513,-3.53302,0.49391
58.64000,-61.34513,-3.53330,0.49395
58.64680,-61.34513,-3.53304,0.49391
58.65600,-61.34513,-3.53287,0.49389
58.67200,-61.34513,-3.53189,0.49375
58.68800,-61.34513,-3.53326,0.49394
58.70400,-61.34513,-3.53434,0.49409
58.72000,-61.34513,-3.53498,0.49418
58.73600,-61.34513,-3.53523,0.49422
58.75200,-61.34513,-3.53582,0.49430
58.76800,-61.34513,-3.53656,0.49440
58.78400,-61.34513,-3.53541,0.49424
58.80000,-61.34513,-3.53460,0.49413
58.81600,-61.34513,-3.53480,0.49416
58.83200,-61.34513,-3.53518,0.49421
58.84800,-61.34513,-3.53390,0.49403
58.86400,-61.34513,-3.53319,0.49393
58.88000,-61.34513,-3.53335,0.49395
58.89600,-61.34513,-3.53333,0.49395
58.91200,-61.34513,-3.53284,0.49388
58.92800,-61.34513,-3.53424,0.49408
58.94400,-61.34513,-3.53610,0.49434
58.96000,-61.34513,-3.53754,0.49454
58.97600,-61.34513,-3.53690,0.49445
58.99200,-61.34513,-3.53589,0.49431
59.00800,-61.34513,-3.53501,0.49419
59.02400,-61.34513,-3.53460,0.49413
59.04000,-61.34513,-3.53342,0.49396
59.05600,-61.34513,-3.53374,0.49401
59.07200,-61.34513,-3.53457,0.49412
59.08800,-61.34513,-3.53294,0.49390
59.10400,-61.34513,-3.53321,0.49393
59.12000,-61.34513,-3.53375,0.49401
59.13600,-61.34513,-3.53350,0.49397
59.15200,-61.34513,-3.53330,0.49395
59.16800,-61.34513,-3.53339,0.49396
59.18400,-61.34513,-3.53389,0.49403
59.20000,-61.34513,-3.53399,0.49404
59.21600,-61.34513,-3.53280,0.49388
59.23200,-61.34516,-3.53393,0.49403
59.24800,-61.34526,-3.53541,0.49424
59.26400,-61.34536,-3.53441,0.49410
59.28000,-61.34546,-3.53425,0.49407
59.29600,-61.34556,-3.53458,0.49412
59.31200,-61.34567,-3.53416,0.49406
59.32280,-61.34574,-3.53320,0.49392
59.32800,-61.34576,-3.53231,0.49380
59.34400,-61.34587,-3.53303,0.49390
59.36000,-61.34597,-3.53458,0.49411
59.37600,-61.34607,-3.53465,0.49412
59.39200,-61.34617,-3.53426,0.49407
59.40800,-61.34628,-3.53453,0.49410
59.42400,-61.34637,-3.53462,0.49411
59.44000,-61.34648,-3.53388,0.49401
59.45600,-61.34658,-3.53349,0.49395
59.47200,-61.34668,-3.53379,0.49399
59.48800,-61.34678,-3.53358,0.49396
59.50400,-61.34689,-3.53406,0.49403
59.52000,-61.34698,-3.53335,0.49393
59.53600,-61.34705,-3.53415,0.49404
59.55200,-61.34705,-3.53442,0.49408
59.56800,-61.34705,-3.53287,0.49386
59.58400,-61.34705,-3.53402,0.49402
59.60000,-61.34705,-3.53573,0.49426
59.61600,-61.34705,-3.53671,0.49440
59.63200,-61.34705,-3.53571,0.49426
59.64800,-61.34705,-3.53566,0.49425
59.66400,-61.34705,-3.53511,0.49417
59.68000,-61.34705,-3.53456,0.49410
59.69600,-61.34705,-3.53307,0.49389
59.71200,-61.34705,-3.53340,0.49394
59.72800,-61.34705,-3.53389,0.49400
59.74400,-61.34705,-3.53366,0.49397
59.76000,-61.34705,-3.53368,0.49397
59.77600,-61.34705,-3.53514,0.49418
59.79200,-61.34705,-3.53578,0.49427
59.80800,-61.34705,-3.53488,0.49414
59.82400,-61.34705,-3.53417,0.49404
59.84000,-61.34705,-3.53453,0.49409
59.85600,-61.34705,-3.53490,0.49414
59.87200,-61.34705,-3.53393,0.49401
59.88800,-61.34705,-3.53352,0.49395
59.90400,-61.34705,-3.53306,0.49389
59.92000,-61.34705,-3.53265,0.49383
59.93600,-61.34705,-3.53288,0.49386
59.95200,-61.34705,-3.53433,0.49406
59.96800,-61.34705,-3.53407,0.49403
59.98400,-61.34705,-3.53365,0.49397
60.00000,-61.34705,-3.53376,0.49399
60.01600,-61.34705,-3.53451,0.49409
60.03200,-61.34705,-3.53586,0.49428
60.04800,-61.34705,-3.53457,0.49410
60.05680,-61.34705,-3.53393,0.49401
60.06400,-61.34705,-3.53317,0.49390
60.08000,-61.34705,-3.53328,0.49392
60.09600,-61.34705,-3.53343,0.49394
60.11200,-61.34705,-3.53380,0.49399
60.12800,-61.34705,-3.53395,0.49401
60.14400,-61.34705,-3.53344,0.49394
60.16000,-61.34705,-3.53358,0.49396
60.17600,-61.34705,-3.53281,0.49385
60.19200,-61.34705,-3.53415,0.49404
60.20800,-61.34705,-3.53502,0.49416
60.22400,-61.34705,-3.53495,0.49415
60.24000,-61.34705,-3.53415,0.49404
60.25600,-61.34705,-3.53359,0.49396
60.27200,-61.34705,-3.53300,0.49388
60.28800,-61.34705,-3.53204,0.49375
60.30400,-61.34705,-3.53251,0.49381
60.32000,-61.34705,-3.53345,0.49394
60.33600,-61.34705,-3.53436,0.49407
60.35200,-61.34705,-3.53385,0.49400
60.36800,-61.34705,-3.53425,0.49405
60.38400,-61.34705,-3.53365,0.49397
60.40000,-61.34705,-3.53252,0.49381
60.41600,-61.34705,-3.53224,0.49377
60.43200,-61.34705,-3.53370,0.49398
60.44800,-61.34705,-3.53520,0.49419
60.46400,-61.34705,-3.53547,0.49422
60.48000,-61.34705,-3.53419,0.49405
60.49600,-61.34705,-3.53398,0.49402
60.51200,-61.34705,-3.53344,0.49394
60.52800,-61.34705,-3.53262,0.49383
60.54400,-61.34705,-3.53315,0.49390
60.56000,-61.34705,-3.53441,0.49408
60.57600,-61.34705,-3.53463,0.49411
60.59200,-61.34705,-3.53499,0.49416
60.60800,-61.34705,-3.53535,0.49421
60.62400,-61.34705,-3.53472,0.49412
60.64000,-61.34705,-3.53362,0.49397
60.65600,-61.34712,-3.53251,0.49381
60.67200,-61.34723,-3.53238,0.49379
60.68800,-61.34733,-3.53253,0.49381
60.70400,-61.34743,-3.53247,0.49380
60.72000,-61.34753,-3.53271,0.49383
60.73600,-61.34763,-3.53324,0.49391
60.75200,-61.34773,-3.53395,0.49400
60.76800,-61.34784,-3.53379,0.49398
60.77180,-61.34786,-3.53361,0.49395
60.78400,-61.34793,-3.53279,0.49384
60.80000,-61.34803,-3.53330,0.49391
60.81600,-61.34814,-3.53357,0.49394
60.83200,-61.34824,-3.53399,0.49400
60.84800,-61.34834,-3.53535,0.49419
60.86400,-61.34844,-3.53568,0.49424
60.88000,-61.34854,-3.53552,0.49421
60.89600,-61.34864,-3.53385,0.49398
60.91200,-61.34875,-3.53359,0.49394
60.92800,-61.34885,-3.53291,0.49384
60.94400,-61.34895,-3.53365,0.49395
60.96000,-61.34905,-3.53293,0.49384
60.97600,-61.34907,-3.53357,0.49393
60.99200,-61.34907,-3.53369,0.49395
61.00800,-61.34907,-3.53302,0.49386
61.02400,-61.34907,-3.53351,0.49393
61.04000,-61.34907,-3.53447,0.49406
61.05600,-61.34907,-3.53409,0.49401
61.07200,-61.34907,-3.53408,0.49400
61.08800,-61.34907,-3.53434,0.49404
61.10400,-61.34907,-3.53468,0.49409
61.12000,-61.34907,-3.53437,0.49404
61.13600,-61.34907,-3.53355,0.49393
61.15200,-61.34907,-3.53389,0.49398
61.16800,-61.34907,-3.53281,0.49383
61.18400,-61.34907,-3.53232,0.49376
61.20000,-61.34907,-3.53178,0.49368
61.21600,-61.34907,-3.53299,0.49385
61.23200,-61.34907,-3.53327,0.49389
61.24800,-61.34907,-3.53316,0.49388
61.26400,-61.34907,-3.53358,0.49393
61.28000,-61.34907,-3.53401,0.49400
61.29600,-61.34907,-3.53301,0.49385
61.31200,-61.34907,-3.53147,0.49364
61.32800,-61.34907,-3.53201,0.49372
61.34400,-61.34907,-3.53348,0.49392
61.36000,-61.34907,-3.53445,0.49406
61.37600,-61.34907,-3.53475,0.49410
61.39200,-61.34907,-3.53488,0.49412
61.40800,-61.34907,-3.53492,0.49412
61.42400,-61.34907,-3.53349,0.49392
61.44000,-61.34907,-3.53334,0.49390
61.45600,-61.34907,-3.53446,0.49406
61.47200,-61.34907,-3.53397,0.49399
61.48680,-61.34907,-3.53360,0.49394
61.48800,-61.34907,-3.53350,0.49392
61.50400,-61.34907,-3.53425,0.49403
61.52000,-61.34907,-3.53563,0.49422
61.53600,-61.34907,-3.53640,0.49433
61.55200,-61.34907,-3.53595,0.49427
61.56800,-61.34907,-3.53554,0.49421
61.58400,-61.34907,-3.53497,0.49413
61.60000,-61.34907,-3.53392,0.49398
61.61600,-61.34907,-3.53319,0.49388
61.63200,-61.34907,-3.53465,0.49408
61.64800,-61.34907,-3.53631,0.49432
61.66400,-61.34907,-3.53517,0.49416
61.68000,-61.34907,-3.53408,0.49400
61.69600,-61.34907,-3.53453,0.49407
61.71200,-61.34907,-3.53409,0.49401
61.72800,-61.34907,-3.53312,0.49387
61.74400,-61.34907,-3.53274,0.49382
61.76000,-61.34907,-3.53188,0.49370
61.77600,-61.34907,-3.53292,0.49384
61.79200,-61.34907,-3.53344,0.49391
61.80800,-61.34907,-3.53447,0.49406
61.82400,-61.34907,-3.53441,0.49405
61.84000,-61.34907,-3.53390,0.49398
61.85600,-61.34907,-3.53316,0.49388
61.87200,-61.34907,-3.53399,0.49399
61.88800,-61.34907,-3.53406,0.49400
61.90400,-61.34907,-3.53334,0.49390
61.92000,-61.34907,-3.53300,0.49385
61.93600,-61.34907,-3.53326,0.49389
61.95200,-61.34907,-3.53482,0.49411
61.96800,-61.34907,-3.53416,0.49402
61.98400,-61.34907,-3.53546,0.49420
62.00000,-61.34907,-3.53664,0.49436
62.01600,-61.34907,-3.53665,0.49436
62.03200,-61.34907,-3.53488,0.49412
62.04800,-61.34907,-3.53519,0.49416
62.06400,-61.34907,-3.53566,0.49423
62.08000,-61.34907,-3.53474,0.49410
62.09600,-61.34907,-3.53315,0.49387
62.11200,-61.34907,-3.53375,0.49396
62.12800,-61.34907,-3.53393,0.49398
62.14400,-61.34907,-3.53395,0.49399
62.16000,-61.34917,-3.53402,0.49400
62.17600,-61.34927,-3.53436,0.49404
62.19200,-61.34937,-3.53545,0.49419
62.20800,-61.34948,-3.53562,0.49421
62.22400,-61.34957,-3.53513,0.49415
62.24000,-61.34968,-3.53501,0.49413
62.25600,-61.34978,-3.53460,0.49407
62.26580,-61.34984,-3.53345,0.49391
62.27200,-61.34988,-3.53282,0.49382
62.28800,-61.34998,-3.53336,0.49389
62.30400,-61.35009,-3.53424,0.49401
62.32000,-61.35018,-3.53510,0.49413
62.33600,-61.35029,-3.53474,0.49408
62.35200,-61.35039,-3.53523,0.49415
62.36800,-61.35049,-3.53542,0.49417
62.38400,-61.35059,-3.53397,0.49397
62.40000,-61.35070,-3.53328,0.49387
62.41600,-61.35079,-3.53340,0.49389
62.43200,-61.35089,-3.53299,0.49383
62.44800,-61.35100,-3.53281,0.49380
62.46400,-61.35109,-3.53438,0.49402
62.48000,-61.35109,-3.53569,0.49420
62.49600,-61.35109,-3.53591,0.49424
62.51200,-61.35109,-3.53474,0.49407
62.52800,-61.35109,-3.53405,0.49397
62.54400,-61.35109,-3.53438,0.49402
62.56000,-61.35109,-3.53400,0.49397
62.57600,-61.35109,-3.53274,0.49379
62.59200,-61.35109,-3.53301,0.49383
62.60800,-61.35109,-3.53423,0.49400
62.62400,-61.35109,-3.53464,0.49406
62.64000,-61.35109,-3.53390,0.49395
62.65600,-61.35109,-3.53296,0.49382
62.67200,-61.35109,-3.53344,0.49389
62.68800,-61.35109,-3.53354,0.49390
62.70400,-61.35109,-3.53437,0.49402
62.72000,-61.35109,-3.53449,0.49404
62.73600,-61.35109,-3.53455,0.49404
62.75200,-61.35109,-3.53309,0.49384
62.76800,-61.35109,-3.53341,0.49388
62.78400,-61.35109,-3.53488,0.49409
62.80000,-61.35109,-3.53640,0.49430
62.81600,-61.35109,-3.53476,0.49407
62.83200,-61.35109,-3.53522,0.49414
62.84800,-61.35109,-3.53577,0.49422
62.86400,-61.35109,-3.53596,0.49424
62.88000,-61.35109,-3.53419,0.49399
62.89600,-61.35109,-3.53487,0.49409
62.91200,-61.35109,-3.53452,0.49404
62.92800,-61.35109,-3.53431,0.49401
62.94400,-61.35109,-3.53420,0.49400
62.96000,-61.35109,-3.53401,0.49397
62.97600,-61.35109,-3.53340,0.49388
62.99200,-61.35109,-3.53320,0.49386
63.00800,-61.35109,-3.53393,0.49396
63.02400,-61.35109,-3.53422,0.49400
63.04000,-61.35109,-3.53415,0.49399
63.04380,-61.35109,-3.53348,0.49389
63.05600,-61.35109,-3.53301,0.49383
63.07200,-61.35109,-3.53466,0.49406
63.08800,-61.35109,-3.53602,0.49425
63.10400,-61.35109,-3.53576,0.49421
63.12000,-61.35109,-3.53438,0.49402
63.13600,-61.35109,-3.53467,0.49406
63.15200,-61.35109,-3.53452,0.49404
63.16800,-61.35109,-3.53261,0.49377
63.18400,-61.35109,-3.53351,0.49390
63.20000,-61.35109,-3.53471,0.49407
63.21600,-61.35109,-3.53595,0.49424
63.23200,-61.35109,-3.53607,0.49426
63.24800,-61.35109,-3.53491,0.49409
63.26400,-61.35109,-3.53440,0.49402
63.28000,-61.35109,-3.53448,0.49403
63.29600,-61.35109,-3.53359,0.49391
63.31200,-61.35109,-3.53591,0.49423
63.32800,-61.35109,-3.53758,0.49447
63.34400,-61.35109,-3.53648,0.49431
63.36000,-61.35109,-3.53451,0.49404
63.37600,-61.35109,-3.53524,0.49414
63.39200,-61.35109,-3.53516,0.49413
63.40800,-61.35109,-3.53361,0.49391
63.42400,-61.35109,-3.53288,0.49381
63.44000,-61.35109,-3.53449,0.49404
63.45600,-61.35109,-3.53543,0.49417
63.47200,-61.35109,-3.53569,0.49420
63.48800,-61.35109,-3.53521,0.49414
63.50400,-61.35109,-3.53430,0.49401
63.52000,-61.35109,-3.53295,0.49382
63.53600,-61.35109,-3.53160,0.49363
63.55200,-61.35109,-3.53231,0.49373
63.56800,-61.35109,-3.53429,0.49401
63.58400,-61.35109,-3.53519,0.49413
63.60000,-61.35109,-3.53462,0.49405
63.61600,-61.35109,-3.53409,0.49398
63.63200,-61.35109,-3.53436,0.49402
63.64800,-61.35111,-3.53324,0.49386
63.66400,-61.35122,-3.53421,0.49400
63.68000,-61.35132,-3.53519,0.49413
63.69600,-61.35142,-3.53553,0.49418
63.71200,-61.35152,-3.53538,0.49415
63.72800,-61.35163,-3.53452,0.49403
63.74400,-61.35172,-3.53375,0.49392
63.76000,-61.35183,-3.53410,0.49397
63.76780,-61.35188,-3.53328,0.49386
63.77600,-61.35193,-3.53292,0.49381
63.79200,-61.35203,-3.53372,0.49392
63.80800,-61.35213,-3.53430,0.49400
63.82400,-61.35223,-3.53397,0.49395
63.84000,-61.35233,-3.53386,0.49393
63.85600,-61.35243,-3.53497,0.49409
63.87200,-61.35254,-3.53545,0.49415
63.88800,-61.35264,-3.53513,0.49411
63.90400,-61.35274,-3.53451,0.49402
63.92000,-61.35284,-3.53505,0.49409
63.93600,-61.35294,-3.53563,0.49417
63.95200,-61.35295,-3.53522,0.49411
63.96800,-61.35295,-3.53414,0.49396
63.98400,-61.35295,-3.53387,0.49392
64.00000,-61.35295,-3.53325,0.49384
64.01600,-61.35295,-3.53353,0.49388
64.03200,-61.35295,-3.53368,0.49390
64.04800,-61.35295,-3.53457,0.49402
64.06400,-61.35295,-3.53443,0.49400
64.08000,-61.35295,-3.53322,0.49383
64.09600,-61.35295,-3.53403,0.49395
64.11200,-61.35295,-3.53501,0.49408
64.12800,-61.35295,-3.53502,0.49409
64.14400,-61.35295,-3.53472,0.49404
64.16000,-61.35295,-3.53597,0.49422
64.17600,-61.35295,-3.53648,0.49429
64.19200,-61.35295,-3.53497,0.49408
64.20800,-61.35295,-3.53478,0.49405
64.22400,-61.35295,-3.53436,0.49399
64.24000,-61.35295,-3.53465,0.49403
64.25600,-61.35295,-3.53401,0.49394
64.27200,-61.35295,-3.53366,0.49390
64.28800,-61.35295,-3.53296,0.49380
64.30400,-61.35295,-3.53325,0.49384
64.32000,-61.35295,-3.53383,0.49392
64.33600,-61.35295,-3.53423,0.49398
64.35200,-61.35295,-3.53447,0.49401
64.36800,-61.35295,-3.53344,0.49387
64.38400,-61.35295,-3.53384,0.49392
64.40000,-61.35295,-3.53381,0.49392
64.41600,-61.35295,-3.53460,0.49403
64.43200,-61.35295,-3.53488,0.49407
64.44800,-61.35295,-3.53478,0.49405
64.46400,-61.35295,-3.53557,0.49416
64.48000,-61.35295,-3.53514,0.49410
64.49600,-61.35295,-3.53443,0.49400
64.51200,-61.35295,-3.53503,0.49409
64.52800,-61.35295,-3.53510,0.49410
64.54400,-61.35295,-3.53456,0.49402
64.54480,-61.35295,-3.53438,0.49400
64.56000,-61.35295,-3.53472,0.49404
64.57600,-61.35295,-3.53595,0.49422
64.59200,-61.35295,-3.53656,0.49430
64.60800,-61.35295,-3.53535,0.49413
64.62400,-61.35295,-3.53494,0.49408
64.64000,-61.35295,-3.53509,0.49410
64.65600,-61.35295,-3.53509,0.49410
64.67200,-61.35295,-3.53497,0.49408
64.68800,-61.35295,-3.53651,0.49429
64.70400,-61.35295,-3.53755,0.49444
64.72000,-61.35295,-3.53695,0.49436
64.73600,-61.35295,-3.53548,0.49415
64.75200,-61.35295,-3.53465,0.49403
64.76800,-61.35295,-3.53479,0.49405
64.78400,-61.35295,-3.53423,0.49398
64.80000,-61.35295,-3.53309,0.49382
64.81600,-61.35295,-3.53390,0.49393
64.83200,-61.35295,-3.53498,0.49408
64.84800,-61.35295,-3.53417,0.49397
64.86400,-61.35295,-3.53366,0.49390
64.88000,-61.35295,-3.53467,0.49404
64.89600,-61.35295,-3.53561,0.49417
64.91200,-61.35295,-3.53475,0.49405
64.92800,-61.35295,-3.53579,0.49419
64.94400,-61.35295,-3.53703,0.49437
64.96000,-61.35295,-3.53680,0.49434
64.97600,-61.35295,-3.53569,0.49418
64.99200,-61.35295,-3.53641,0.49428
65.00800,-61.35295,-3.53689,0.49435
65.02400,-61.35295,-3.53618,0.49425
65.04000,-61.35295,-3.53507,0.49409
65.05600,-61.35295,-3.53525,0.49412
65.07200,-61.35295,-3.53471,0.49404
65.08800,-61.35297,-3.53382,0.49392
65.10400,-61.35307,-3.53466,0.49403
65.12000,-61.35317,-3.53531,0.49412
65.13600,-61.35327,-3.53527,0.49412
65.15200,-61.35337,-3.53467,0.49403
65.16800,-61.35348,-3.53547,0.49414
65.18400,-61.35357,-3.53474,0.49404
65.20000,-61.35368,-3.53374,0.49390
65.21600,-61.35378,-3.53293,0.49378
65.23200,-61.35388,-3.53447,0.49400
65.24800,-61.35398,-3.53490,0.49406
65.26400,-61.35408,-3.53552,0.49414
65.28000,-61.35418,-3.53475,0.49403
65.29600,-61.35429,-3.53452,0.49400
65.31200,-61.35439,-3.53500,0.49406
65.32480,-61.35447,-3.53511,0.49408
65.32800,-61.35449,-3.53485,0.49404
65.34400,-61.35459,-3.53470,0.49402
65.36000,-61.35469,-3.53428,0.49396
65.37600,-61.35479,-3.53376,0.49389
65.39200,-61.35490,-3.53346,0.49384
65.40800,-61.35490,-3.53436,0.49397
65.42400,-61.35490,-3.53496,0.49405
65.44000,-61.35490,-3.53449,0.49399
65.45600,-61.35490,-3.53422,0.49395
65.47200,-61.35490,-3.53524,0.49409
65.48800,-61.35490,-3.53534,0.49411
65.50400,-61.35490,-3.53468,0.49401
65.52000,-61.35490,-3.53469,0.49402
65.53600,-61.35490,-3.53537,0.49411
65.55200,-61.35490,-3.53587,0.49418
65.56800,-61.35490,-3.53501,0.49406
65.58400,-61.35490,-3.53405,0.49393
65.60000,-61.35490,-3.53414,0.49394
65.61600,-61.35490,-3.53354,0.49386
65.63200,-61.35490,-3.53301,0.49378
65.64799,-61.35490,-3.53375,0.49388
65.66400,-61.35490,-3.53439,0.49397
65.68000,-61.35490,-3.53342,0.49384
65.69600,-61.35490,-3.53311,0.49379
65.71200,-61.35490,-3.53363,0.49387
65.72800,-61.35490,-3.53523,0.49409
65.74399,-61.35490,-3.53617,0.49422
65.76000,-61.35490,-3.53512,0.49408
65.77600,-61.35490,-3.53519,0.49408
65.79200,-61.35490,-3.53610,0.49421
65.80800,-61.35490,-3.53427,0.49396
65.82400,-61.35490,-3.53443,0.49398
65.84000,-61.35490,-3.53376,0.49389
65.85599,-61.35490,-3.53330,0.49382
65.87200,-61.35490,-3.53273,0.49374
65.88800,-61.35490,-3.53375,0.49388
65.90400,-61.35490,-3.53384,0.49390
65.92000,-61.35490,-3.53435,0.49397
65.93600,-61.35490,-3.53394,0.49391
65.95199,-61.35490,-3.53402,0.49392
65.96799,-61.35490,-3.53594,0.49419
65.98400,-61.35490,-3.53570,0.49416
66.00000,-61.35490,-3.53493,0.49405
66.01600,-61.35490,-3.53564,0.49415
66.03200,-61.35490,-3.53629,0.49424
66.04800,-61.35490,-3.53523,0.49409
66.06399,-61.35490,-3.53502,0.49406
66.08000,-61.35490,-3.53521,0.49409
66.09600,-61.35490,-3.53365,0.49387
66.10580,-61.35490,-3.53338,0.49383
66.11200,-61.35490,-3.53366,0.49387
66.12800,-61.35490,-3.53448,0.49399
66.14400,-61.35490,-3.53431,0.49396
66.15999,-61.35490,-3.53462,0.49401
66.17599,-61.35490,-3.53364,0.49387
66.19200,-61.35490,-3.53381,0.49389
66.20800,-61.35490,-3.53419,0.49395
66.22400,-61.35490,-3.53418,0.49394
66.24000,-61.35490,-3.53423,0.49395
