Text Inputs : Specimen label,"S1.104M_WoLS"
Notes : Specimen note 1,"Sheep, Medial, Without LS. SS316 indenter. 
Issues with PID - had to abort the test."

Time,Extension,Load,True stress
(sec),(mm),(N),(MPa)
319.21600,-61.49190,-3.53486,0.49229
319.23200,-61.49190,-3.53542,0.49237
319.24800,-61.49190,-3.53471,0.49227
319.26397,-61.49190,-3.53552,0.49238
319.28000,-61.49190,-3.53627,0.49248
319.29600,-61.49190,-3.53613,0.49246
319.31197,-61.49190,-3.53526,0.49234
319.32800,-61.49190,-3.53572,0.49241
319.34400,-61.49190,-3.53726,0.49262
319.36000,-61.49190,-3.53750,0.49266
319.37600,-61.49190,-3.53572,0.49241
319.39200,-61.49190,-3.53473,0.49227
319.40800,-61.49190,-3.53443,0.49223
319.42397,-61.49190,-3.53549,0.49238
319.44000,-61.49190,-3.53519,0.49233
319.45600,-61.49190,-3.53445,0.49223
319.47200,-61.49190,-3.53478,0.49228
319.48800,-61.49190,-3.53503,0.49231
319.50400,-61.49190,-3.53525,0.49234
319.52000,-61.49190,-3.53478,0.49228
319.53597,-61.49190,-3.53403,0.49217
319.55200,-61.49190,-3.53341,0.49209
319.56800,-61.49190,-3.53427,0.49221
319.58400,-61.49190,-3.53451,0.49224
319.60000,-61.49190,-3.53411,0.49218
319.61600,-61.49190,-3.53374,0.49213
319.63200,-61.49190,-3.53386,0.49215
319.64797,-61.49190,-3.53397,0.49216
319.66400,-61.49190,-3.53401,0.49217
319.68000,-61.49190,-3.53252,0.49196
319.69597,-61.49190,-3.53292,0.49202
319.71200,-61.49190,-3.53324,0.49206
319.72800,-61.49190,-3.53245,0.49195
319.74400,-61.49190,-3.53324,0.49206
319.75997,-61.49190,-3.53364,0.49212
319.77600,-61.49190,-3.53403,0.49217
319.79200,-61.49190,-3.53400,0.49217
319.80797,-61.49190,-3.53466,0.49226
319.82400,-61.49190,-3.53484,0.49228
319.84000,-61.49190,-3.53348,0.49210
319.85600,-61.49190,-3.53291,0.49202
319.87197,-61.49190,-3.53337,0.49208
319.88800,-61.49190,-3.53277,0.49200
319.90400,-61.49190,-3.53238,0.49194
319.91997,-61.49190,-3.53225,0.49192
319.93600,-61.49190,-3.53303,0.49203
319.95200,-61.49190,-3.53346,0.49209
319.96800,-61.49190,-3.53308,0.49204
319.98397,-61.49190,-3.53278,0.49200
320.00000,-61.49190,-3.53408,0.49218
320.01600,-61.49190,-3.53399,0.49217
320.03197,-61.49190,-3.53309,0.49204
320.04800,-61.49190,-3.53291,0.49202
320.06400,-61.49190,-3.53256,0.49197
320.08000,-61.49190,-3.53286,0.49201
320.09597,-61.49190,-3.53287,0.49201
320.11200,-61.49190,-3.53285,0.49201
320.12800,-61.49190,-3.53268,0.49198
320.14397,-61.49190,-3.53272,0.49199
320.14778,-61.49190,-3.53210,0.49190
320.16000,-61.49190,-3.53153,0.49182
320.17600,-61.49190,-3.53357,0.49211
320.19200,-61.49190,-3.53471,0.49227
320.20797,-61.49190,-3.53482,0.49228
320.22400,-61.49190,-3.53518,0.49233
320.24000,-61.49190,-3.53564,0.49240
320.25597,-61.49190,-3.53554,0.49238
320.27200,-61.49190,-3.53466,0.49226
320.28800,-61.49190,-3.53416,0.49219
320.30400,-61.49190,-3.53458,0.49225
320.31997,-61.49190,-3.53470,0.49227
320.33600,-61.49190,-3.53446,0.49223
320.35200,-61.49190,-3.53426,0.49220
320.36797,-61.49190,-3.53425,0.49220
320.38400,-61.49190,-3.53379,0.49214
320.40000,-61.49190,-3.53370,0.49213
320.41600,-61.49190,-3.53466,0.49226
320.43200,-61.49190,-3.53444,0.49223
320.44800,-61.49190,-3.53332,0.49207
320.46400,-61.49190,-3.53437,0.49222
320.47997,-61.49190,-3.53462,0.49225
320.49600,-61.49190,-3.53488,0.49229
320.51200,-61.49190,-3.53459,0.49225
320.52800,-61.49190,-3.53349,0.49210
320.54400,-61.49190,-3.53388,0.49215
320.56000,-61.49190,-3.53413,0.49219
320.57600,-61.49190,-3.53309,0.49204
320.59197,-61.49190,-3.53442,0.49223
320.60800,-61.49190,-3.53513,0.49233
320.62400,-61.49190,-3.53539,0.49236
320.63997,-61.49190,-3.53613,0.49246
320.65600,-61.49190,-3.53612,0.49246
320.67200,-61.49190,-3.53495,0.49230
320.68800,-61.49190,-3.53505,0.49231
320.70397,-61.49190,-3.53575,0.49241
320.72000,-61.49190,-3.53626,0.49248
320.73600,-61.49190,-3.53603,0.49245
320.75197,-61.49190,-3.53458,0.49225
320.76800,-61.49190,-3.53419,0.49219
320.78400,-61.49190,-3.53384,0.49214
320.80000,-61.49190,-3.53419,0.49219
320.81597,-61.49196,-3.53375,0.49213
320.83200,-61.49207,-3.53461,0.49225
320.84800,-61.49216,-3.53579,0.49241
320.86397,-61.49227,-3.53582,0.49242
320.88000,-61.49237,-3.53517,0.49232
320.89600,-61.49247,-3.53539,0.49235
320.91200,-61.49257,-3.53495,0.49229
320.92797,-61.49268,-3.53401,0.49216
320.94400,-61.49277,-3.53385,0.49214
320.96000,-61.49288,-3.53491,0.49228
320.97597,-61.49298,-3.53527,0.49233
320.99200,-61.49308,-3.53416,0.49217
321.00800,-61.49318,-3.53496,0.49229
321.02400,-61.49328,-3.53436,0.49220
321.03997,-61.49338,-3.53456,0.49223
321.05600,-61.49343,-3.53417,0.49217
321.07200,-61.49343,-3.53403,0.49215
321.08797,-61.49343,-3.53496,0.49228
321.10400,-61.49343,-3.53483,0.49226
321.12000,-61.49343,-3.53439,0.49220
321.13600,-61.49343,-3.53508,0.49230
321.15197,-61.49343,-3.53495,0.49228
321.16800,-61.49343,-3.53421,0.49218
321.18400,-61.49343,-3.53446,0.49221
321.19997,-61.49343,-3.53570,0.49238
321.21600,-61.49343,-3.53569,0.49238
321.23200,-61.49343,-3.53416,0.49217
321.24800,-61.49343,-3.53442,0.49221
321.26397,-61.49343,-3.53527,0.49232
321.28000,-61.49343,-3.53626,0.49246
321.29600,-61.49343,-3.53665,0.49252
321.31197,-61.49343,-3.53555,0.49236
321.32800,-61.49343,-3.53493,0.49228
321.34400,-61.49343,-3.53552,0.49236
321.36000,-61.49343,-3.53516,0.49231
321.37600,-61.49343,-3.53540,0.49234
321.39200,-61.49343,-3.53616,0.49245
321.40800,-61.49343,-3.53505,0.49229
321.42397,-61.49343,-3.53525,0.49232
321.44000,-61.49343,-3.53626,0.49246
321.45600,-61.49343,-3.53559,0.49237
321.47200,-61.49343,-3.53422,0.49218
321.48800,-61.49343,-3.53528,0.49233
321.50400,-61.49343,-3.53427,0.49219
321.52000,-61.49343,-3.53496,0.49228
321.53597,-61.49343,-3.53444,0.49221
321.55200,-61.49343,-3.53492,0.49228
321.56800,-61.49343,-3.53528,0.49233
321.58400,-61.49343,-3.53561,0.49237
321.60000,-61.49343,-3.53550,0.49236
321.61600,-61.49343,-3.53588,0.49241
321.63200,-61.49343,-3.53642,0.49249
321.64797,-61.49343,-3.53478,0.49226
321.66400,-61.49343,-3.53397,0.49214
321.68000,-61.49343,-3.53344,0.49207
321.69597,-61.49343,-3.53449,0.49222
321.71200,-61.49343,-3.53421,0.49218
321.72800,-61.49343,-3.53537,0.49234
321.74400,-61.49343,-3.53558,0.49237
321.75997,-61.49343,-3.53595,0.49242
321.77600,-61.49343,-3.53477,0.49226
321.79200,-61.49343,-3.53503,0.49229
321.80797,-61.49343,-3.53544,0.49235
321.82400,-61.49343,-3.53419,0.49217
321.84000,-61.49343,-3.53397,0.49214
321.85600,-61.49343,-3.53320,0.49204
321.87197,-61.49343,-3.53503,0.49229
321.88800,-61.49343,-3.53430,0.49219
321.90400,-61.49343,-3.53367,0.49210
321.91997,-61.49343,-3.53362,0.49210
321.93600,-61.49343,-3.53420,0.49218
321.95200,-61.49343,-3.53422,0.49218
321.96800,-61.49343,-3.53374,0.49211
321.98397,-61.49343,-3.53341,0.49207
322.00000,-61.49343,-3.53411,0.49216
322.01600,-61.49343,-3.53461,0.49223
322.03197,-61.49343,-3.53502,0.49229
322.04800,-61.49343,-3.53540,0.49234
322.06400,-61.49343,-3.53608,0.49244
322.08000,-61.49343,-3.53514,0.49231
322.09597,-61.49343,-3.53457,0.49223
322.11200,-61.49343,-3.53447,0.49221
322.12800,-61.49343,-3.53426,0.49218
322.14397,-61.49343,-3.53486,0.49227
322.16000,-61.49343,-3.53456,0.49223
322.17600,-61.49343,-3.53521,0.49232
322.19200,-61.49343,-3.53484,0.49227
322.20797,-61.49343,-3.53521,0.49232
322.22400,-61.49343,-3.53458,0.49223
322.24000,-61.49343,-3.53468,0.49224
322.25597,-61.49343,-3.53317,0.49203
322.27200,-61.49343,-3.53366,0.49210
322.28800,-61.49343,-3.53406,0.49216
322.30400,-61.49343,-3.53468,0.49224
322.31997,-61.49343,-3.53484,0.49226
322.33600,-61.49343,-3.53483,0.49226
322.35200,-61.49343,-3.53474,0.49225
322.36797,-61.49343,-3.53362,0.49210
322.38400,-61.49343,-3.53388,0.49213
322.40000,-61.49343,-3.53404,0.49215
322.41600,-61.49343,-3.53373,0.49211
322.43200,-61.49343,-3.53317,0.49203
322.44800,-61.49343,-3.53446,0.49221
322.46400,-61.49343,-3.53474,0.49225
322.47997,-61.49343,-3.53548,0.49235
322.49600,-61.49343,-3.53470,0.49225
322.51200,-61.49343,-3.53340,0.49207
322.52800,-61.49343,-3.53299,0.49201
322.54400,-61.49343,-3.53342,0.49207
322.56000,-61.49343,-3.53443,0.49221
322.57600,-61.49343,-3.53552,0.49236
322.59197,-61.49343,-3.53528,0.49233
322.60800,-61.49343,-3.53362,0.49210
322.62400,-61.49343,-3.53368,0.49210
322.63997,-61.49343,-3.53522,0.49232
322.65600,-61.49343,-3.53568,0.49238
322.67200,-61.49343,-3.53470,0.49225
322.68800,-61.49343,-3.53442,0.49221
322.70397,-61.49343,-3.53606,0.49243
322.72000,-61.49343,-3.53571,0.49239
322.73600,-61.49343,-3.53384,0.49213
322.75197,-61.49343,-3.53428,0.49219
322.76800,-61.49343,-3.53464,0.49224
322.78400,-61.49343,-3.53431,0.49219
322.80000,-61.49343,-3.53369,0.49211
322.81597,-61.49343,-3.53435,0.49220
322.83200,-61.49343,-3.53471,0.49225
322.84800,-61.49343,-3.53323,0.49204
322.86397,-61.49343,-3.53261,0.49195
322.88000,-61.49343,-3.53296,0.49200
322.89600,-61.49343,-3.53435,0.49220
322.91200,-61.49343,-3.53430,0.49219
322.92797,-61.49343,-3.53502,0.49229
322.94400,-61.49343,-3.53538,0.49234
322.96000,-61.49343,-3.53472,0.49225
322.97597,-61.49343,-3.53341,0.49207
322.99200,-61.49343,-3.53419,0.49217
323.00800,-61.49343,-3.53446,0.49221
323.02400,-61.49343,-3.53467,0.49224
323.03997,-61.49343,-3.53480,0.49226
323.05600,-61.49343,-3.53446,0.49221
323.07200,-61.49343,-3.53514,0.49231
323.08797,-61.49343,-3.53391,0.49214
323.10400,-61.49343,-3.53338,0.49206
323.12000,-61.49343,-3.53439,0.49220
323.13600,-61.49343,-3.53401,0.49215
323.15197,-61.49343,-3.53379,0.49212
323.16800,-61.49343,-3.53435,0.49220
323.18400,-61.49343,-3.53346,0.49207
323.19997,-61.49343,-3.53265,0.49196
323.21600,-61.49343,-3.53252,0.49194
323.23200,-61.49343,-3.53249,0.49194
323.24800,-61.49343,-3.53214,0.49189
323.26397,-61.49343,-3.53332,0.49205
323.28000,-61.49343,-3.53436,0.49220
323.29600,-61.49343,-3.53474,0.49225
323.31197,-61.49343,-3.53403,0.49215
323.32800,-61.49343,-3.53403,0.49215
323.34400,-61.49343,-3.53398,0.49214
323.36000,-61.49343,-3.53402,0.49215
323.37600,-61.49343,-3.53434,0.49220
323.39200,-61.49343,-3.53418,0.49217
323.40800,-61.49343,-3.53418,0.49217
323.42397,-61.49343,-3.53407,0.49216
323.44000,-61.49343,-3.53362,0.49209
323.45600,-61.49343,-3.53204,0.49188
323.47200,-61.49343,-3.53342,0.49207
323.48800,-61.49343,-3.53453,0.49222
323.50400,-61.49343,-3.53422,0.49218
323.52000,-61.49343,-3.53355,0.49208
323.53597,-61.49343,-3.53441,0.49221
323.55200,-61.49343,-3.53527,0.49233
323.56800,-61.49343,-3.53417,0.49217
323.58400,-61.49343,-3.53420,0.49218
323.60000,-61.49343,-3.53465,0.49224
323.61600,-61.49343,-3.53295,0.49200
323.63200,-61.49343,-3.53216,0.49189
323.64797,-61.49343,-3.53384,0.49213
323.66400,-61.49343,-3.53499,0.49229
323.68000,-61.49343,-3.53479,0.49226
323.69597,-61.49343,-3.53357,0.49209
323.71200,-61.49343,-3.53298,0.49201
323.72800,-61.49343,-3.53342,0.49207
323.74400,-61.49343,-3.53314,0.49203
323.75997,-61.49343,-3.53307,0.49202
323.77600,-61.49343,-3.53400,0.49215
323.79200,-61.49343,-3.53415,0.49217
323.80797,-61.49343,-3.53337,0.49206
323.82400,-61.49343,-3.53318,0.49203
323.84000,-61.49343,-3.53355,0.49209
323.85600,-61.49343,-3.53364,0.49210
323.87197,-61.49343,-3.53281,0.49198
323.88800,-61.49343,-3.53379,0.49212
323.90400,-61.49343,-3.53417,0.49217
323.91997,-61.49343,-3.53486,0.49227
323.93600,-61.49343,-3.53351,0.49208
323.95200,-61.49343,-3.53362,0.49210
323.96800,-61.49343,-3.53328,0.49205
323.98397,-61.49343,-3.53396,0.49214
324.00000,-61.49343,-3.53367,0.49210
324.01600,-61.49343,-3.53433,0.49219
324.03197,-61.49343,-3.53408,0.49216
324.04800,-61.49343,-3.53231,0.49191
324.06400,-61.49343,-3.53232,0.49191
324.08000,-61.49343,-3.53384,0.49213
324.09597,-61.49343,-3.53444,0.49221
324.11200,-61.49343,-3.53421,0.49218
324.12800,-61.49343,-3.53448,0.49221
324.14397,-61.49343,-3.53438,0.49220
324.16000,-61.49343,-3.53419,0.49217
324.17600,-61.49343,-3.53365,0.49210
324.19200,-61.49343,-3.53356,0.49209
324.20797,-61.49343,-3.53453,0.49222
324.22400,-61.49343,-3.53486,0.49227
324.24000,-61.49343,-3.53391,0.49214
324.25597,-61.49343,-3.53349,0.49208
324.27200,-61.49343,-3.53376,0.49211
324.28800,-61.49343,-3.53306,0.49202
324.30400,-61.49343,-3.53305,0.49202
324.31997,-61.49343,-3.53368,0.49210
324.33600,-61.49343,-3.53368,0.49210
324.35200,-61.49343,-3.53323,0.49204
324.36381,-61.49343,-3.53353,0.49208
324.36797,-61.49343,-3.53379,0.49212
324.38400,-61.49343,-3.53453,0.49222
324.40000,-61.49343,-3.53462,0.49224
324.41600,-61.49343,-3.53504,0.49229
324.43200,-61.49343,-3.53472,0.49225
324.44800,-61.49343,-3.53560,0.49237
324.46400,-61.49343,-3.53526,0.49232
324.47997,-61.49343,-3.53435,0.49220
324.49600,-61.49343,-3.53408,0.49216
324.51200,-61.49343,-3.53409,0.49216
324.52800,-61.49343,-3.53420,0.49218
324.54400,-61.49343,-3.53503,0.49229
324.56000,-61.49343,-3.53532,0.49233
324.57600,-61.49343,-3.53533,0.49233
324.59197,-61.49343,-3.53463,0.49224
324.60800,-61.49343,-3.53450,0.49222
324.62400,-61.49343,-3.53473,0.49225
324.63997,-61.49343,-3.53403,0.49215
324.65600,-61.49343,-3.53296,0.49200
324.67200,-61.49343,-3.53435,0.49220
324.68800,-61.49343,-3.53512,0.49230
324.70397,-61.49343,-3.53529,0.49233
324.72000,-61.49343,-3.53455,0.49223
324.73600,-61.49343,-3.53455,0.49223
324.75197,-61.49343,-3.53485,0.49227
324.76800,-61.49343,-3.53444,0.49221
324.78400,-61.49343,-3.53413,0.49217
324.80000,-61.49343,-3.53449,0.49222
324.81597,-61.49343,-3.53496,0.49228
324.83200,-61.49343,-3.53475,0.49225
324.84800,-61.49343,-3.53519,0.49231
324.86397,-61.49343,-3.53487,0.49227
324.88000,-61.49343,-3.53496,0.49228
324.89600,-61.49343,-3.53446,0.49221
324.91200,-61.49343,-3.53544,0.49235
324.92797,-61.49343,-3.53472,0.49225
324.94400,-61.49343,-3.53426,0.49218
324.96000,-61.49343,-3.53423,0.49218
324.97597,-61.49343,-3.53396,0.49214
324.99200,-61.49343,-3.53430,0.49219
325.00800,-61.49343,-3.53388,0.49213
325.02400,-61.49343,-3.53516,0.49231
325.03997,-61.49343,-3.53609,0.49244
325.05600,-61.49343,-3.53440,0.49220
325.07200,-61.49343,-3.53356,0.49209
325.08797,-61.49343,-3.53408,0.49216
325.10400,-61.49343,-3.53374,0.49211
325.12000,-61.49343,-3.53340,0.49207
325.13600,-61.49343,-3.53325,0.49204
325.15197,-61.49343,-3.53426,0.49219
325.16800,-61.49343,-3.53569,0.49238
325.18400,-61.49343,-3.53574,0.49239
325.19997,-61.49343,-3.53574,0.49239
325.21600,-61.49343,-3.53495,0.49228
325.23200,-61.49343,-3.53554,0.49236
325.24800,-61.49343,-3.53573,0.49239
325.26397,-61.49343,-3.53582,0.49240
325.28000,-61.49343,-3.53621,0.49246
325.29600,-61.49343,-3.53719,0.49259
325.31197,-61.49343,-3.53612,0.49244
325.32800,-61.49343,-3.53652,0.49250
325.34400,-61.49343,-3.53588,0.49241
325.36000,-61.49343,-3.53412,0.49217
325.37597,-61.49343,-3.53298,0.49201
325.39200,-61.49343,-3.53392,0.49214
325.40800,-61.49343,-3.53412,0.49217
325.42397,-61.49343,-3.53446,0.49221
325.44000,-61.49343,-3.53367,0.49210
325.45600,-61.49343,-3.53459,0.49223
325.47200,-61.49343,-3.53422,0.49218
325.48800,-61.49343,-3.53327,0.49205
325.50400,-61.49343,-3.53419,0.49217
325.52000,-61.49343,-3.53610,0.49244
325.53597,-61.49343,-3.53706,0.49257
325.55200,-61.49343,-3.53652,0.49250
325.56800,-61.49343,-3.53670,0.49252
325.58400,-61.49343,-3.53531,0.49233
325.60000,-61.49343,-3.53428,0.49219
325.61600,-61.49343,-3.53359,0.49209
325.63200,-61.49343,-3.53405,0.49216
325.64797,-61.49343,-3.53493,0.49228
325.66400,-61.49343,-3.53552,0.49236
325.68000,-61.49343,-3.53497,0.49228
325.69597,-61.49343,-3.53482,0.49226
325.71200,-61.49343,-3.53422,0.49218
325.72800,-61.49343,-3.53317,0.49203
325.74400,-61.49343,-3.53334,0.49206
325.75997,-61.49343,-3.53518,0.49231
325.77600,-61.49343,-3.53623,0.49246
325.79200,-61.49343,-3.53459,0.49223
325.80797,-61.49343,-3.53512,0.49230
325.82400,-61.49343,-3.53413,0.49217
325.84000,-61.49343,-3.53510,0.49230
325.85600,-61.49343,-3.53444,0.49221
325.87197,-61.49343,-3.53417,0.49217
325.88800,-61.49343,-3.53428,0.49219
325.90400,-61.49343,-3.53450,0.49222
325.91997,-61.49343,-3.53396,0.49214
325.93600,-61.49343,-3.53469,0.49224
325.95200,-61.49343,-3.53432,0.49219
325.96800,-61.49343,-3.53314,0.49203
325.98397,-61.49343,-3.53365,0.49210
326.00000,-61.49343,-3.53404,0.49215
326.01600,-61.49343,-3.53387,0.49213
326.03197,-61.49343,-3.53261,0.49196
326.04800,-61.49343,-3.53324,0.49204
326.06400,-61.49343,-3.53427,0.49219
326.08000,-61.49343,-3.53448,0.49221
326.09597,-61.49343,-3.53345,0.49207
326.11200,-61.49343,-3.53447,0.49221
326.12800,-61.49343,-3.53470,0.49225
326.14397,-61.49343,-3.53502,0.49229
326.16000,-61.49343,-3.53422,0.49218
326.17600,-61.49343,-3.53444,0.49221
326.19200,-61.49343,-3.53578,0.49240
326.20797,-61.49343,-3.53486,0.49227
326.22400,-61.49343,-3.53494,0.49228
326.24000,-61.49343,-3.53543,0.49235
326.25597,-61.49343,-3.53466,0.49224
326.27200,-61.49343,-3.53402,0.49215
326.28800,-61.49343,-3.53509,0.49230
326.30400,-61.49343,-3.53499,0.49229
326.31997,-61.49343,-3.53456,0.49223
326.33600,-61.49343,-3.53356,0.49209
326.35200,-61.49343,-3.53433,0.49219
326.36797,-61.49343,-3.53540,0.49234
326.38400,-61.49343,-3.53501,0.49229
326.40000,-61.49343,-3.53484,0.49226
326.41600,-61.49343,-3.53404,0.49215
326.43200,-61.49343,-3.53316,0.49203
326.44800,-61.49343,-3.53253,0.49194
326.46400,-61.49343,-3.53273,0.49197
326.47997,-61.49343,-3.53371,0.49211
326.49600,-61.49343,-3.53453,0.49222
326.51200,-61.49343,-3.53449,0.49222
326.52800,-61.49343,-3.53434,0.49220
326.54400,-61.49343,-3.53484,0.49227
326.56000,-61.49343,-3.53514,0.49231
326.57600,-61.49343,-3.53424,0.49218
326.59197,-61.49343,-3.53453,0.49222
326.60800,-61.49343,-3.53532,0.49233
326.62400,-61.49343,-3.53527,0.49232
326.63997,-61.49343,-3.53453,0.49222
326.65600,-61.49343,-3.53477,0.49226
326.67200,-61.49343,-3.53547,0.49235
326.68800,-61.49343,-3.53454,0.49222
326.70397,-61.49343,-3.53366,0.49210
326.72000,-61.49343,-3.53306,0.49202
326.73600,-61.49343,-3.53417,0.49217
326.75197,-61.49343,-3.53394,0.49214
326.76800,-61.49343,-3.53472,0.49225
326.78400,-61.49343,-3.53526,0.49232
326.80000,-61.49343,-3.53420,0.49218
326.81597,-61.49343,-3.53311,0.49202
326.83200,-61.49343,-3.53297,0.49200
326.84800,-61.49343,-3.53384,0.49213
326.86397,-61.49343,-3.53367,0.49210
326.88000,-61.49343,-3.53325,0.49204
326.89600,-61.49343,-3.53252,0.49194
326.91200,-61.49343,-3.53161,0.49181
326.92797,-61.49343,-3.53271,0.49197
326.94400,-61.49343,-3.53385,0.49213
326.96000,-61.49343,-3.53421,0.49218
326.97597,-61.49343,-3.53488,0.49227
326.99200,-61.49343,-3.53458,0.49223
327.00800,-61.49343,-3.53523,0.49232
327.02400,-61.49343,-3.53508,0.49230
327.03997,-61.49343,-3.53525,0.49232
327.05600,-61.49346,-3.53373,0.49211
327.07200,-61.49357,-3.53502,0.49229
327.08797,-61.49367,-3.53522,0.49232
327.10400,-61.49377,-3.53505,0.49229
327.12000,-61.49387,-3.53382,0.49212
327.13600,-61.49397,-3.53548,0.49235
327.15197,-61.49407,-3.53582,0.49239
327.16800,-61.49418,-3.53519,0.49230
327.18400,-61.49428,-3.53561,0.49236
327.19997,-61.49438,-3.53570,0.49237
327.21600,-61.49448,-3.53541,0.49233
327.23200,-61.49458,-3.53469,0.49223
327.24800,-61.49468,-3.53462,0.49222
327.26397,-61.49479,-3.53504,0.49228
327.28000,-61.49489,-3.53574,0.49237
327.29600,-61.49496,-3.53446,0.49219
327.31197,-61.49496,-3.53414,0.49215
327.32800,-61.49496,-3.53407,0.49214
327.34400,-61.49496,-3.53433,0.49217
327.36000,-61.49496,-3.53539,0.49232
327.37597,-61.49496,-3.53693,0.49254
327.39200,-61.49496,-3.53649,0.49248
327.40800,-61.49496,-3.53480,0.49224
327.42397,-61.49496,-3.53460,0.49221
327.44000,-61.49496,-3.53597,0.49240
327.45600,-61.49496,-3.53633,0.49245
327.47200,-61.49496,-3.53483,0.49224
327.48800,-61.49496,-3.53373,0.49209
327.50400,-61.49496,-3.53377,0.49210
327.52000,-61.49496,-3.53370,0.49209
327.53597,-61.49496,-3.53334,0.49204
327.55200,-61.49496,-3.53334,0.49204
327.56800,-61.49496,-3.53378,0.49210
327.58400,-61.49496,-3.53471,0.49223
327.60000,-61.49496,-3.53412,0.49215
327.61600,-61.49496,-3.53355,0.49207
327.63200,-61.49496,-3.53319,0.49202
327.64797,-61.49496,-3.53305,0.49200
327.66400,-61.49496,-3.53431,0.49217
327.68000,-61.49496,-3.53456,0.49221
327.69597,-61.49496,-3.53454,0.49220
327.71200,-61.49496,-3.53353,0.49206
327.72800,-61.49496,-3.53393,0.49212
327.74400,-61.49496,-3.53372,0.49209
327.75997,-61.49496,-3.53398,0.49213
327.77600,-61.49496,-3.53255,0.49193
327.79200,-61.49496,-3.53303,0.49199
327.80797,-61.49496,-3.53493,0.49226
327.82400,-61.49496,-3.53470,0.49223
327.84000,-61.49496,-3.53490,0.49225
327.85600,-61.49496,-3.53468,0.49222
327.87197,-61.49496,-3.53448,0.49220
327.88800,-61.49496,-3.53266,0.49194
327.90400,-61.49496,-3.53296,0.49198
327.91997,-61.49496,-3.53401,0.49213
327.93600,-61.49496,-3.53523,0.49230
327.95200,-61.49496,-3.53520,0.49230
327.96800,-61.49496,-3.53525,0.49230
327.98397,-61.49496,-3.53508,0.49228
328.00000,-61.49496,-3.53561,0.49235
328.01600,-61.49496,-3.53449,0.49220
328.03197,-61.49496,-3.53388,0.49211
328.04800,-61.49496,-3.53424,0.49216
328.06400,-61.49496,-3.53457,0.49221
328.08000,-61.49496,-3.53361,0.49207
328.09597,-61.49496,-3.53451,0.49220
328.11200,-61.49496,-3.53398,0.49213
328.12800,-61.49496,-3.53395,0.49212
328.14397,-61.49496,-3.53455,0.49220
328.16000,-61.49496,-3.53436,0.49218
328.17600,-61.49496,-3.53460,0.49221
328.19200,-61.49496,-3.53451,0.49220
328.20797,-61.49496,-3.53388,0.49211
328.22400,-61.49496,-3.53367,0.49208
328.24000,-61.49496,-3.53403,0.49213
328.25597,-61.49496,-3.53274,0.49195
328.27200,-61.49496,-3.53408,0.49214
328.28800,-61.49496,-3.53482,0.49224
328.30400,-61.49496,-3.53495,0.49226
328.31997,-61.49496,-3.53501,0.49227
328.33600,-61.49496,-3.53491,0.49225
328.35200,-61.49496,-3.53451,0.49220
328.36797,-61.49496,-3.53364,0.49208
328.38400,-61.49496,-3.53320,0.49202
328.40000,-61.49496,-3.53292,0.49198
328.41600,-61.49496,-3.53311,0.49201
328.43200,-61.49496,-3.53210,0.49186
328.44800,-61.49496,-3.53367,0.49208
328.46400,-61.49496,-3.53457,0.49221
328.47997,-61.49496,-3.53456,0.49221
328.49600,-61.49496,-3.53416,0.49215
328.51200,-61.49496,-3.53424,0.49216
328.52800,-61.49496,-3.53410,0.49214
328.54400,-61.49496,-3.53410,0.49214
328.56000,-61.49496,-3.53422,0.49216
328.57600,-61.49496,-3.53399,0.49213
328.59197,-61.49496,-3.53432,0.49217
328.60378,-61.49496,-3.53408,0.49214
328.60800,-61.49496,-3.53379,0.49210
328.62400,-61.49496,-3.53353,0.49206
328.63997,-61.49496,-3.53413,0.49215
328.65600,-61.49496,-3.53532,0.49231
328.67200,-61.49496,-3.53400,0.49213
328.68800,-61.49496,-3.53421,0.49216
328.70397,-61.49496,-3.53573,0.49237
328.72000,-61.49496,-3.53578,0.49238
328.73600,-61.49496,-3.53449,0.49220
328.75197,-61.49496,-3.53444,0.49219
328.76800,-61.49496,-3.53520,0.49230
328.78400,-61.49496,-3.53511,0.49228
328.80000,-61.49496,-3.53551,0.49234
328.81597,-61.49496,-3.53592,0.49240
328.83200,-61.49496,-3.53540,0.49232
328.84800,-61.49496,-3.53523,0.49230
328.86397,-61.49496,-3.53552,0.49234
328.88000,-61.49496,-3.53581,0.49238
328.89600,-61.49496,-3.53561,0.49235
328.91200,-61.49496,-3.53309,0.49200
328.92797,-61.49496,-3.53427,0.49217
328.94400,-61.49496,-3.53431,0.49217
328.96000,-61.49496,-3.53473,0.49223
328.97597,-61.49496,-3.53385,0.49211
328.99200,-61.49496,-3.53507,0.49228
329.00800,-61.49496,-3.53644,0.49247
329.02400,-61.49496,-3.53611,0.49242
329.03997,-61.49496,-3.53487,0.49225
329.05600,-61.49496,-3.53598,0.49240
329.07200,-61.49496,-3.53600,0.49241
329.08797,-61.49496,-3.53547,0.49233
329.10400,-61.49496,-3.53571,0.49237
329.12000,-61.49496,-3.53559,0.49235
329.13600,-61.49496,-3.53530,0.49231
329.15197,-61.49496,-3.53400,0.49213
329.16800,-61.49496,-3.53415,0.49215
329.18400,-61.49496,-3.53525,0.49230
329.19997,-61.49496,-3.53548,0.49234
329.21600,-61.49496,-3.53443,0.49219
329.23200,-61.49496,-3.53433,0.49217
329.24800,-61.49496,-3.53452,0.49220
